attendance_id,lesson_id,student_id,attendance_status,remark
ATT0003881,L001937,STU0125,出席,
ATT0003882,L001938,STU0113,出席,
ATT0003883,L001938,STU0115,出席,
ATT0003884,L001938,STU0014,缺席,
ATT0003885,L001938,STU0122,出席,
ATT0003886,L001938,STU0125,出席,
ATT0003887,L001939,STU0113,出席,
ATT0003888,L001939,STU0115,出席,
ATT0003889,L001939,STU0014,出席,
ATT0003890,L001939,STU0122,出席,
ATT0003891,L001939,STU0125,出席,
ATT0003892,L001940,STU0113,请假,
ATT0003893,L001940,STU0115,出席,
ATT0003894,L001940,STU0014,出席,
ATT0003895,L001940,STU0122,出席,
ATT0003896,L001940,STU0125,出席,
ATT0003897,L001941,STU0113,出席,
ATT0003898,L001941,STU0115,出席,
ATT0003899,L001941,STU0014,出席,
ATT0003900,L001941,STU0122,出席,
ATT0003901,L001941,STU0125,出席,
ATT0003902,L001942,STU0113,出席,
ATT0003903,L001942,STU0115,出席,
ATT0003904,L001942,STU0014,出席,
ATT0003905,L001942,STU0122,出席,
ATT0003906,L001942,STU0125,其他,
ATT0003907,L001943,STU0113,出席,
ATT0003908,L001943,STU0115,出席,
ATT0003909,L001943,STU0014,出席,
ATT0003910,L001943,STU0122,出席,
ATT0003911,L001943,STU0125,出席,
ATT0003912,L001944,STU0113,出席,
ATT0003913,L001944,STU0115,其他,
ATT0003914,L001944,STU0014,出席,
ATT0003915,L001944,STU0122,请假,临时请假
ATT0003916,L001944,STU0125,请假,临时请假
ATT0003917,L001945,STU0113,出席,
ATT0003918,L001945,STU0115,出席,
ATT0003919,L001945,STU0014,出席,
ATT0003920,L001945,STU0122,其他,
ATT0003921,L001945,STU0125,出席,
ATT0003922,L001946,STU0113,出席,
ATT0003923,L001946,STU0115,出席,
ATT0003924,L001946,STU0014,出席,
ATT0003925,L001946,STU0122,出席,
ATT0003926,L001946,STU0125,出席,
ATT0003927,L001947,STU0113,出席,
ATT0003928,L001947,STU0115,请假,
ATT0003929,L001947,STU0014,出席,
ATT0003930,L001947,STU0122,请假,
ATT0003931,L001947,STU0125,缺席,
ATT0003932,L001948,STU0113,出席,
ATT0003933,L001948,STU0115,出席,
ATT0003934,L001948,STU0014,出席,
ATT0003935,L001948,STU0122,出席,
ATT0003936,L001948,STU0125,出席,
ATT0003937,L001949,STU0113,出席,
ATT0003938,L001949,STU0115,出席,
ATT0003939,L001949,STU0014,出席,
ATT0003940,L001949,STU0122,出席,
ATT0003941,L001949,STU0125,出席,
ATT0003942,L001950,STU0113,出席,
ATT0003943,L001950,STU0115,出席,
ATT0003944,L001950,STU0014,出席,
ATT0003945,L001950,STU0122,出席,
ATT0003946,L001950,STU0125,出席,
ATT0003947,L001951,STU0113,出席,
ATT0003948,L001951,STU0115,出席,
ATT0003949,L001951,STU0014,出席,
ATT0003950,L001951,STU0122,请假,临时请假
ATT0003951,L001951,STU0125,出席,
ATT0003952,L001952,STU0113,出席,
ATT0003953,L001952,STU0115,出席,
ATT0003954,L001952,STU0014,其他,
ATT0003955,L001952,STU0122,出席,
ATT0003956,L001952,STU0125,出席,
ATT0003957,L001953,STU0113,出席,
ATT0003958,L001953,STU0115,出席,
ATT0003959,L001953,STU0014,出席,
ATT0003960,L001953,STU0122,出席,
ATT0003961,L001953,STU0125,出席,
ATT0003962,L001954,STU0113,缺席,
ATT0003963,L001954,STU0115,出席,
ATT0003964,L001954,STU0014,出席,
ATT0003965,L001954,STU0122,出席,
ATT0003966,L001954,STU0125,出席,
ATT0003967,L001955,STU0113,出席,
ATT0003968,L001955,STU0115,出席,
ATT0003969,L001955,STU0014,缺席,
ATT0003970,L001955,STU0122,出席,
ATT0003971,L001955,STU0125,出席,
ATT0003972,L001956,STU0113,出席,
ATT0003973,L001956,STU0115,出席,
ATT0003974,L001956,STU0014,请假,
ATT0003975,L001956,STU0122,出席,
ATT0003976,L001956,STU0125,出席,
ATT0003977,L001957,STU0113,缺席,
ATT0003978,L001957,STU0115,出席,
ATT0003979,L001957,STU0014,出席,
ATT0003980,L001957,STU0122,出席,
ATT0003981,L001957,STU0125,出席,
ATT0003982,L001958,STU0113,请假,临时请假
ATT0003983,L001958,STU0115,缺席,
ATT0003984,L001958,STU0014,出席,
ATT0003985,L001958,STU0122,请假,临时请假
ATT0003986,L001958,STU0125,出席,
ATT0003987,L001959,STU0002,出席,
ATT0003988,L001959,STU0062,出席,
ATT0003989,L001959,STU0001,出席,
ATT0003990,L001959,STU0129,出席,
ATT0003991,L001959,STU0152,出席,
ATT0003992,L001959,STU0144,出席,
ATT0003993,L001960,STU0002,出席,
ATT0003994,L001960,STU0062,出席,
ATT0003995,L001960,STU0001,出席,
ATT0003996,L001960,STU0129,请假,
ATT0003997,L001960,STU0152,出席,
ATT0003998,L001960,STU0144,缺席,
ATT0003999,L001961,STU0002,出席,
ATT0004000,L001961,STU0062,出席,
ATT0004001,L001961,STU0001,出席,
ATT0004002,L001961,STU0129,出席,
ATT0004003,L001961,STU0152,出席,
ATT0004004,L001961,STU0144,出席,
ATT0004005,L001962,STU0002,出席,
ATT0004006,L001962,STU0062,出席,
ATT0004007,L001962,STU0001,出席,
ATT0004008,L001962,STU0129,请假,临时请假
ATT0004009,L001962,STU0152,出席,
ATT0004010,L001962,STU0144,出席,
ATT0004011,L001963,STU0002,出席,
ATT0004012,L001963,STU0062,出席,
ATT0004013,L001963,STU0001,出席,
ATT0004014,L001963,STU0129,出席,
ATT0004015,L001963,STU0152,出席,
ATT0004016,L001963,STU0144,出席,
ATT0004017,L001964,STU0002,缺席,
ATT0004018,L001964,STU0062,出席,
ATT0004019,L001964,STU0001,出席,
ATT0004020,L001964,STU0129,出席,
ATT0004021,L001964,STU0152,出席,
ATT0004022,L001964,STU0144,出席,
ATT0004023,L001965,STU0002,出席,
ATT0004024,L001965,STU0062,出席,
ATT0004025,L001965,STU0001,出席,
ATT0004026,L001965,STU0129,出席,
ATT0004027,L001965,STU0152,出席,
ATT0004028,L001965,STU0144,出席,
ATT0004029,L001966,STU0002,出席,
ATT0004030,L001966,STU0062,出席,
ATT0004031,L001966,STU0001,出席,
ATT0004032,L001966,STU0129,请假,临时请假
ATT0004033,L001966,STU0152,出席,
ATT0004034,L001966,STU0144,出席,
ATT0004035,L001967,STU0002,出席,
ATT0004036,L001967,STU0062,请假,
ATT0004037,L001967,STU0001,出席,
ATT0004038,L001967,STU0129,出席,
ATT0004039,L001967,STU0152,出席,
ATT0004040,L001967,STU0144,出席,
ATT0004041,L001968,STU0002,出席,
ATT0004042,L001968,STU0062,出席,
ATT0004043,L001968,STU0001,出席,
ATT0004044,L001968,STU0129,出席,
ATT0004045,L001968,STU0152,出席,
ATT0004046,L001968,STU0144,出席,
ATT0004047,L001969,STU0002,出席,
ATT0004048,L001969,STU0062,出席,
ATT0004049,L001969,STU0001,出席,
ATT0004050,L001969,STU0129,出席,
ATT0004051,L001969,STU0152,出席,
ATT0004052,L001969,STU0144,出席,
ATT0004053,L001970,STU0002,出席,
ATT0004054,L001970,STU0062,出席,
ATT0004055,L001970,STU0001,出席,
ATT0004056,L001970,STU0129,出席,
ATT0004057,L001970,STU0152,出席,
ATT0004058,L001970,STU0144,出席,
ATT0004059,L001971,STU0002,出席,
ATT0004060,L001971,STU0062,出席,
ATT0004061,L001971,STU0001,出席,
ATT0004062,L001971,STU0129,出席,
ATT0004063,L001971,STU0152,出席,
ATT0004064,L001971,STU0144,出席,
ATT0004065,L001972,STU0002,请假,
ATT0004066,L001972,STU0062,缺席,
ATT0004067,L001972,STU0001,出席,
ATT0004068,L001972,STU0129,出席,
ATT0004069,L001972,STU0152,出席,
ATT0004070,L001972,STU0144,出席,
ATT0004071,L001973,STU0002,出席,
ATT0004072,L001973,STU0062,出席,
ATT0004073,L001973,STU0001,出席,
ATT0004074,L001973,STU0129,出席,
ATT0004075,L001973,STU0152,出席,
ATT0004076,L001973,STU0144,出席,
ATT0004077,L001974,STU0002,出席,
ATT0004078,L001974,STU0062,出席,
ATT0004079,L001974,STU0001,请假,
ATT0004080,L001974,STU0129,出席,
ATT0004081,L001974,STU0152,出席,
ATT0004082,L001974,STU0144,出席,
ATT0004083,L001975,STU0002,出席,
ATT0004084,L001975,STU0062,请假,
ATT0004085,L001975,STU0001,请假,
ATT0004086,L001975,STU0129,出席,
ATT0004087,L001975,STU0152,出席,
ATT0004088,L001975,STU0144,出席,
ATT0004089,L001976,STU0002,出席,
ATT0004090,L001976,STU0062,出席,
ATT0004091,L001976,STU0001,出席,
ATT0004092,L001976,STU0129,出席,
ATT0004093,L001976,STU0152,出席,
ATT0004094,L001976,STU0144,出席,
ATT0004095,L001977,STU0002,出席,
ATT0004096,L001977,STU0062,出席,
ATT0004097,L001977,STU0001,出席,
ATT0004098,L001977,STU0129,出席,
ATT0004099,L001977,STU0152,请假,
ATT0004100,L001977,STU0144,出席,
ATT0004101,L001978,STU0002,出席,
ATT0004102,L001978,STU0062,出席,
ATT0004103,L001978,STU0001,出席,
ATT0004104,L001978,STU0129,出席,
ATT0004105,L001978,STU0152,出席,
ATT0004106,L001978,STU0144,出席,
ATT0004107,L001979,STU0002,出席,
ATT0004108,L001979,STU0062,缺席,
ATT0004109,L001979,STU0001,出席,
ATT0004110,L001979,STU0129,出席,
ATT0004111,L001979,STU0152,出席,
ATT0004112,L001979,STU0144,请假,
ATT0004113,L001980,STU0002,出席,
ATT0004114,L001980,STU0062,出席,
ATT0004115,L001980,STU0001,缺席,
ATT0004116,L001980,STU0129,出席,
ATT0004117,L001980,STU0152,出席,
ATT0004118,L001980,STU0144,出席,
ATT0004119,L001981,STU0002,出席,
ATT0004120,L001981,STU0062,出席,
ATT0004121,L001981,STU0001,出席,
ATT0004122,L001981,STU0129,缺席,
ATT0004123,L001981,STU0152,出席,
ATT0004124,L001981,STU0144,出席,
ATT0004125,L001982,STU0002,出席,
ATT0004126,L001982,STU0062,出席,
ATT0004127,L001982,STU0001,出席,
ATT0004128,L001982,STU0129,缺席,
ATT0004129,L001982,STU0152,出席,
ATT0004130,L001982,STU0144,出席,
ATT0004131,L001983,STU0002,出席,
ATT0004132,L001983,STU0062,出席,
ATT0004133,L001983,STU0001,出席,
ATT0004134,L001983,STU0129,出席,
ATT0004135,L001983,STU0152,出席,
ATT0004136,L001983,STU0144,请假,
ATT0004137,L001984,STU0002,缺席,
ATT0004138,L001984,STU0062,请假,
ATT0004139,L001984,STU0001,出席,
ATT0004140,L001984,STU0129,出席,
ATT0004141,L001984,STU0152,出席,
ATT0004142,L001984,STU0144,出席,
ATT0004143,L001985,STU0002,出席,
ATT0004144,L001985,STU0062,出席,
ATT0004145,L001985,STU0001,出席,
ATT0004146,L001985,STU0129,出席,
ATT0004147,L001985,STU0152,出席,
ATT0004148,L001985,STU0144,出席,
ATT0004149,L001986,STU0002,出席,
ATT0004150,L001986,STU0062,出席,
ATT0004151,L001986,STU0001,出席,
ATT0004152,L001986,STU0129,出席,
ATT0004153,L001986,STU0152,出席,
ATT0004154,L001986,STU0144,出席,
ATT0004155,L001987,STU0002,出席,
ATT0004156,L001987,STU0062,缺席,
ATT0004157,L001987,STU0001,出席,
ATT0004158,L001987,STU0129,出席,
ATT0004159,L001987,STU0152,出席,
ATT0004160,L001987,STU0144,出席,
ATT0004161,L001988,STU0002,出席,
ATT0004162,L001988,STU0062,缺席,
ATT0004163,L001988,STU0001,出席,
ATT0004164,L001988,STU0129,出席,
ATT0004165,L001988,STU0152,出席,
ATT0004166,L001988,STU0144,请假,
ATT0004167,L001989,STU0002,出席,
ATT0004168,L001989,STU0062,出席,
ATT0004169,L001989,STU0001,出席,
ATT0004170,L001989,STU0129,缺席,
ATT0004171,L001989,STU0152,出席,
ATT0004172,L001989,STU0144,出席,
ATT0004173,L001990,STU0002,出席,
ATT0004174,L001990,STU0062,出席,
ATT0004175,L001990,STU0001,出席,
ATT0004176,L001990,STU0129,出席,
ATT0004177,L001990,STU0152,出席,
ATT0004178,L001990,STU0144,出席,
ATT0004179,L001991,STU0002,出席,
ATT0004180,L001991,STU0062,出席,
ATT0004181,L001991,STU0001,缺席,
ATT0004182,L001991,STU0129,出席,
ATT0004183,L001991,STU0152,出席,
ATT0004184,L001991,STU0144,请假,
ATT0004185,L001992,STU0002,出席,
ATT0004186,L001992,STU0062,出席,
ATT0004187,L001992,STU0001,出席,
ATT0004188,L001992,STU0129,其他,
ATT0004189,L001992,STU0152,出席,
ATT0004190,L001992,STU0144,出席,
ATT0004191,L001993,STU0002,出席,
ATT0004192,L001993,STU0062,出席,
ATT0004193,L001993,STU0001,出席,
ATT0004194,L001993,STU0129,请假,
ATT0004195,L001993,STU0152,出席,
ATT0004196,L001993,STU0144,出席,
ATT0004197,L001994,STU0002,出席,
ATT0004198,L001994,STU0062,出席,
ATT0004199,L001994,STU0001,出席,
ATT0004200,L001994,STU0129,出席,
ATT0004201,L001994,STU0152,出席,
ATT0004202,L001994,STU0144,出席,
ATT0004203,L001995,STU0002,缺席,
ATT0004204,L001995,STU0062,出席,
ATT0004205,L001995,STU0001,出席,
ATT0004206,L001995,STU0129,出席,
ATT0004207,L001995,STU0152,出席,
ATT0004208,L001995,STU0144,缺席,
ATT0004209,L001996,STU0002,出席,
ATT0004210,L001996,STU0062,出席,
ATT0004211,L001996,STU0001,出席,
ATT0004212,L001996,STU0129,其他,
ATT0004213,L001996,STU0152,出席,
ATT0004214,L001996,STU0144,请假,
ATT0004215,L001997,STU0002,出席,
ATT0004216,L001997,STU0062,出席,
ATT0004217,L001997,STU0001,出席,
ATT0004218,L001997,STU0129,出席,
ATT0004219,L001997,STU0152,出席,
ATT0004220,L001997,STU0144,出席,
ATT0004221,L001998,STU0002,出席,
ATT0004222,L001998,STU0062,出席,
ATT0004223,L001998,STU0001,出席,
ATT0004224,L001998,STU0129,出席,
ATT0004225,L001998,STU0152,出席,
ATT0004226,L001998,STU0144,出席,
ATT0004227,L001999,STU0002,出席,
ATT0004228,L001999,STU0062,出席,
ATT0004229,L001999,STU0001,请假,临时请假
ATT0004230,L001999,STU0129,出席,
ATT0004231,L001999,STU0152,出席,
ATT0004232,L001999,STU0144,出席,
ATT0004233,L002000,STU0002,出席,
ATT0004234,L002000,STU0062,出席,
ATT0004235,L002000,STU0001,出席,
ATT0004236,L002000,STU0129,出席,
ATT0004237,L002000,STU0152,出席,
ATT0004238,L002000,STU0144,出席,
ATT0004239,L002001,STU0002,出席,
ATT0004240,L002001,STU0062,出席,
ATT0004241,L002001,STU0001,出席,
ATT0004242,L002001,STU0129,出席,
ATT0004243,L002001,STU0152,出席,
ATT0004244,L002001,STU0144,缺席,
ATT0004245,L002002,STU0002,出席,
ATT0004246,L002002,STU0062,出席,
ATT0004247,L002002,STU0001,出席,
ATT0004248,L002002,STU0129,出席,
ATT0004249,L002002,STU0152,请假,临时请假
ATT0004250,L002002,STU0144,出席,
ATT0004251,L002003,STU0002,出席,
ATT0004252,L002003,STU0062,出席,
ATT0004253,L002003,STU0001,出席,
ATT0004254,L002003,STU0129,缺席,
ATT0004255,L002003,STU0152,出席,
ATT0004256,L002003,STU0144,出席,
ATT0004257,L002004,STU0002,请假,
ATT0004258,L002004,STU0062,出席,
ATT0004259,L002004,STU0001,出席,
ATT0004260,L002004,STU0129,出席,
ATT0004261,L002004,STU0152,出席,
ATT0004262,L002004,STU0144,出席,
ATT0004263,L002005,STU0002,出席,
ATT0004264,L002005,STU0062,出席,
ATT0004265,L002005,STU0001,出席,
ATT0004266,L002005,STU0129,出席,
ATT0004267,L002005,STU0152,出席,
ATT0004268,L002005,STU0144,出席,
ATT0004269,L002006,STU0002,出席,
ATT0004270,L002006,STU0062,出席,
ATT0004271,L002006,STU0001,出席,
ATT0004272,L002006,STU0129,出席,
ATT0004273,L002006,STU0152,出席,
ATT0004274,L002006,STU0144,出席,
ATT0004275,L002007,STU0002,请假,临时请假
ATT0004276,L002007,STU0062,出席,
ATT0004277,L002007,STU0001,出席,
ATT0004278,L002007,STU0129,出席,
ATT0004279,L002007,STU0152,出席,
ATT0004280,L002007,STU0144,出席,
ATT0004281,L002008,STU0002,缺席,
ATT0004282,L002008,STU0062,缺席,
ATT0004283,L002008,STU0001,请假,临时请假
ATT0004284,L002008,STU0129,出席,
ATT0004285,L002008,STU0152,出席,
ATT0004286,L002008,STU0144,出席,
ATT0004287,L002009,STU0002,出席,
ATT0004288,L002009,STU0062,出席,
ATT0004289,L002009,STU0001,出席,
ATT0004290,L002009,STU0129,出席,
ATT0004291,L002009,STU0152,出席,
ATT0004292,L002009,STU0144,请假,临时请假
ATT0004293,L002010,STU0002,出席,
ATT0004294,L002010,STU0062,出席,
ATT0004295,L002010,STU0001,请假,
ATT0004296,L002010,STU0129,出席,
ATT0004297,L002010,STU0152,出席,
ATT0004298,L002010,STU0144,出席,
ATT0004299,L002011,STU0002,请假,
ATT0004300,L002011,STU0062,出席,
ATT0004301,L002011,STU0001,出席,
ATT0004302,L002011,STU0129,出席,
ATT0004303,L002011,STU0152,出席,
ATT0004304,L002011,STU0144,出席,
ATT0004305,L002012,STU0002,出席,
ATT0004306,L002012,STU0062,出席,
ATT0004307,L002012,STU0001,请假,临时请假
ATT0004308,L002012,STU0129,出席,
ATT0004309,L002012,STU0152,出席,
ATT0004310,L002012,STU0144,出席,
ATT0004311,L002013,STU0002,出席,
ATT0004312,L002013,STU0062,出席,
ATT0004313,L002013,STU0001,出席,
ATT0004314,L002013,STU0129,缺席,
ATT0004315,L002013,STU0152,出席,
ATT0004316,L002013,STU0144,出席,
ATT0004317,L002014,STU0002,出席,
ATT0004318,L002014,STU0062,出席,
ATT0004319,L002014,STU0001,出席,
ATT0004320,L002014,STU0129,出席,
ATT0004321,L002014,STU0152,出席,
ATT0004322,L002014,STU0144,出席,
ATT0004323,L002015,STU0002,出席,
ATT0004324,L002015,STU0062,出席,
ATT0004325,L002015,STU0001,出席,
ATT0004326,L002015,STU0129,出席,
ATT0004327,L002015,STU0152,出席,
ATT0004328,L002015,STU0144,出席,
ATT0004329,L002016,STU0002,请假,
ATT0004330,L002016,STU0062,出席,
ATT0004331,L002016,STU0001,请假,临时请假
ATT0004332,L002016,STU0129,出席,
ATT0004333,L002016,STU0152,出席,
ATT0004334,L002016,STU0144,出席,
ATT0004335,L002017,STU0002,出席,
ATT0004336,L002017,STU0062,出席,
ATT0004337,L002017,STU0001,出席,
ATT0004338,L002017,STU0129,请假,临时请假
ATT0004339,L002017,STU0152,出席,
ATT0004340,L002017,STU0144,出席,
ATT0004341,L002018,STU0002,出席,
ATT0004342,L002018,STU0062,出席,
ATT0004343,L002018,STU0001,出席,
ATT0004344,L002018,STU0129,出席,
ATT0004345,L002018,STU0152,出席,
ATT0004346,L002018,STU0144,请假,临时请假
ATT0004347,L002019,STU0002,出席,
ATT0004348,L002019,STU0062,出席,
ATT0004349,L002019,STU0001,出席,
ATT0004350,L002019,STU0129,出席,
ATT0004351,L002019,STU0152,出席,
ATT0004352,L002019,STU0144,出席,
ATT0004353,L002020,STU0002,缺席,
ATT0004354,L002020,STU0062,出席,
ATT0004355,L002020,STU0001,出席,
ATT0004356,L002020,STU0129,出席,
ATT0004357,L002020,STU0152,出席,
ATT0004358,L002020,STU0144,出席,
ATT0004359,L002021,STU0002,出席,
ATT0004360,L002021,STU0062,缺席,
ATT0004361,L002021,STU0001,出席,
ATT0004362,L002021,STU0129,出席,
ATT0004363,L002021,STU0152,出席,
ATT0004364,L002021,STU0144,出席,
ATT0004365,L002022,STU0002,出席,
ATT0004366,L002022,STU0062,出席,
ATT0004367,L002022,STU0001,出席,
ATT0004368,L002022,STU0129,出席,
ATT0004369,L002022,STU0152,出席,
ATT0004370,L002022,STU0144,出席,
ATT0004371,L002023,STU0002,出席,
ATT0004372,L002023,STU0062,出席,
ATT0004373,L002023,STU0001,出席,
ATT0004374,L002023,STU0129,请假,
ATT0004375,L002023,STU0152,出席,
ATT0004376,L002023,STU0144,请假,
ATT0004377,L002024,STU0002,出席,
ATT0004378,L002024,STU0062,出席,
ATT0004379,L002024,STU0001,出席,
ATT0004380,L002024,STU0129,缺席,
ATT0004381,L002024,STU0152,出席,
ATT0004382,L002024,STU0144,出席,
ATT0004383,L002025,STU0002,出席,
ATT0004384,L002025,STU0062,缺席,
ATT0004385,L002025,STU0001,出席,
ATT0004386,L002025,STU0129,出席,
ATT0004387,L002025,STU0152,出席,
ATT0004388,L002025,STU0144,出席,
ATT0004389,L002026,STU0024,出席,
ATT0004390,L002026,STU0151,缺席,
ATT0004391,L002027,STU0024,缺席,
ATT0004392,L002027,STU0151,请假,临时请假
ATT0004393,L002028,STU0024,出席,
ATT0004394,L002028,STU0151,出席,
ATT0004395,L002029,STU0024,出席,
ATT0004396,L002029,STU0151,出席,
ATT0004397,L002030,STU0024,出席,
ATT0004398,L002030,STU0151,出席,
ATT0004399,L002031,STU0024,出席,
ATT0004400,L002031,STU0151,请假,
ATT0004401,L002032,STU0024,出席,
ATT0004402,L002032,STU0151,出席,
ATT0004403,L002033,STU0024,出席,
ATT0004404,L002033,STU0151,出席,
ATT0004405,L002034,STU0024,请假,临时请假
ATT0004406,L002034,STU0151,出席,
ATT0004407,L002035,STU0024,请假,临时请假
ATT0004408,L002035,STU0151,出席,
ATT0004409,L002036,STU0024,出席,
ATT0004410,L002036,STU0151,出席,
ATT0004411,L002037,STU0024,出席,
ATT0004412,L002037,STU0151,出席,
ATT0004413,L002038,STU0024,出席,
ATT0004414,L002038,STU0151,出席,
ATT0004415,L002039,STU0024,出席,
ATT0004416,L002039,STU0151,出席,
ATT0004417,L002040,STU0024,出席,
ATT0004418,L002040,STU0151,出席,
ATT0004419,L002041,STU0024,出席,
ATT0004420,L002041,STU0151,出席,
ATT0004421,L002042,STU0024,出席,
ATT0004422,L002042,STU0151,出席,
ATT0004423,L002043,STU0024,出席,
ATT0004424,L002043,STU0151,出席,
ATT0004425,L002044,STU0024,出席,
ATT0004426,L002044,STU0151,出席,
ATT0004427,L002045,STU0024,出席,
ATT0004428,L002045,STU0151,出席,
ATT0004429,L002046,STU0024,出席,
ATT0004430,L002046,STU0151,缺席,
ATT0004431,L002047,STU0024,出席,
ATT0004432,L002047,STU0151,出席,
ATT0004433,L002048,STU0024,出席,
ATT0004434,L002048,STU0151,出席,
ATT0004435,L002049,STU0024,出席,
ATT0004436,L002049,STU0151,出席,
ATT0004437,L002050,STU0024,出席,
ATT0004438,L002050,STU0151,出席,
ATT0004439,L002051,STU0024,缺席,
ATT0004440,L002051,STU0151,出席,
ATT0004441,L002052,STU0024,出席,
ATT0004442,L002052,STU0151,出席,
ATT0004443,L002053,STU0024,出席,
ATT0004444,L002053,STU0151,出席,
ATT0004445,L002054,STU0024,出席,
ATT0004446,L002054,STU0151,出席,
ATT0004447,L002055,STU0024,请假,临时请假
ATT0004448,L002055,STU0151,出席,
ATT0004449,L002056,STU0024,出席,
ATT0004450,L002056,STU0151,出席,
ATT0004451,L002057,STU0024,出席,
ATT0004452,L002057,STU0151,出席,
ATT0004453,L002058,STU0024,出席,
ATT0004454,L002058,STU0151,出席,
ATT0004455,L002059,STU0024,出席,
ATT0004456,L002059,STU0151,出席,
ATT0004457,L002060,STU0024,请假,
ATT0004458,L002060,STU0151,出席,
ATT0004459,L002061,STU0024,出席,
ATT0004460,L002061,STU0151,出席,
ATT0004461,L002062,STU0024,出席,
ATT0004462,L002062,STU0151,出席,
ATT0004463,L002063,STU0024,出席,
ATT0004464,L002063,STU0151,出席,
ATT0004465,L002064,STU0024,出席,
ATT0004466,L002064,STU0151,请假,临时请假
ATT0004467,L002065,STU0024,出席,
ATT0004468,L002065,STU0151,缺席,
ATT0004469,L002066,STU0024,出席,
ATT0004470,L002066,STU0151,出席,
ATT0004471,L002067,STU0024,出席,
ATT0004472,L002067,STU0151,出席,
ATT0004473,L002068,STU0024,出席,
ATT0004474,L002068,STU0151,出席,
ATT0004475,L002069,STU0024,出席,
ATT0004476,L002069,STU0151,出席,
ATT0004477,L002070,STU0024,出席,
ATT0004478,L002070,STU0151,出席,
ATT0004479,L002071,STU0024,出席,
ATT0004480,L002071,STU0151,请假,
ATT0004481,L002072,STU0024,出席,
ATT0004482,L002072,STU0151,出席,
ATT0004483,L002073,STU0024,出席,
ATT0004484,L002073,STU0151,出席,
ATT0004485,L002074,STU0024,出席,
ATT0004486,L002074,STU0151,出席,
ATT0004487,L002075,STU0024,出席,
ATT0004488,L002075,STU0151,出席,
ATT0004489,L002076,STU0024,出席,
ATT0004490,L002076,STU0151,出席,
ATT0004491,L002077,STU0024,出席,
ATT0004492,L002077,STU0151,出席,
ATT0004493,L002078,STU0024,缺席,
ATT0004494,L002078,STU0151,出席,
ATT0004495,L002079,STU0024,出席,
ATT0004496,L002079,STU0151,出席,
ATT0004497,L002080,STU0024,出席,
ATT0004498,L002080,STU0151,缺席,
ATT0004499,L002081,STU0024,出席,
ATT0004500,L002081,STU0151,出席,
ATT0004501,L002082,STU0024,出席,
ATT0004502,L002082,STU0151,出席,
ATT0004503,L002083,STU0024,出席,
ATT0004504,L002083,STU0151,出席,
ATT0004505,L002084,STU0024,出席,
ATT0004506,L002084,STU0151,出席,
ATT0004507,L002085,STU0024,出席,
ATT0004508,L002085,STU0151,出席,
ATT0004509,L002086,STU0024,出席,
ATT0004510,L002086,STU0151,出席,
ATT0004511,L002087,STU0024,出席,
ATT0004512,L002087,STU0151,请假,临时请假
ATT0004513,L002088,STU0024,出席,
ATT0004514,L002088,STU0151,出席,
ATT0004515,L002089,STU0024,请假,
ATT0004516,L002089,STU0151,出席,
ATT0004517,L002090,STU0024,出席,
ATT0004518,L002090,STU0151,出席,
ATT0004519,L002091,STU0024,出席,
ATT0004520,L002091,STU0151,出席,
ATT0004521,L002092,STU0024,出席,
ATT0004522,L002092,STU0151,出席,
ATT0004523,L002093,STU0024,出席,
ATT0004524,L002093,STU0151,出席,
ATT0004525,L002094,STU0024,出席,
ATT0004526,L002094,STU0151,出席,
ATT0004527,L002095,STU0024,出席,
ATT0004528,L002095,STU0151,出席,
ATT0004529,L002096,STU0024,出席,
ATT0004530,L002096,STU0151,出席,
ATT0004531,L002097,STU0071,出席,
ATT0004532,L002097,STU0143,出席,
ATT0004533,L002098,STU0071,出席,
ATT0004534,L002098,STU0143,请假,临时请假
ATT0004535,L002099,STU0071,出席,
ATT0004536,L002099,STU0143,出席,
ATT0004537,L002100,STU0071,请假,临时请假
ATT0004538,L002100,STU0143,出席,
ATT0004539,L002101,STU0071,缺席,
ATT0004540,L002101,STU0143,出席,
ATT0004541,L002102,STU0071,出席,
ATT0004542,L002102,STU0143,出席,
ATT0004543,L002103,STU0071,出席,
ATT0004544,L002103,STU0143,缺席,
ATT0004545,L002104,STU0071,出席,
ATT0004546,L002104,STU0143,出席,
ATT0004547,L002105,STU0071,出席,
ATT0004548,L002105,STU0143,出席,
ATT0004549,L002106,STU0071,出席,
ATT0004550,L002106,STU0143,出席,
ATT0004551,L002107,STU0071,出席,
ATT0004552,L002107,STU0143,出席,
ATT0004553,L002108,STU0071,出席,
ATT0004554,L002108,STU0143,出席,
ATT0004555,L002109,STU0071,出席,
ATT0004556,L002109,STU0143,出席,
ATT0004557,L002110,STU0071,出席,
ATT0004558,L002110,STU0143,请假,临时请假
ATT0004559,L002111,STU0071,出席,
ATT0004560,L002111,STU0143,出席,
ATT0004561,L002112,STU0071,出席,
ATT0004562,L002112,STU0143,出席,
ATT0004563,L002113,STU0071,出席,
ATT0004564,L002113,STU0143,出席,
ATT0004565,L002114,STU0071,出席,
ATT0004566,L002114,STU0143,出席,
ATT0004567,L002115,STU0071,出席,
ATT0004568,L002115,STU0143,出席,
ATT0004569,L002116,STU0071,出席,
ATT0004570,L002116,STU0143,出席,
ATT0004571,L002117,STU0071,出席,
