lesson_id,schedule_id,student_id,teacher_id,lesson_date,duration,feedback
L000824,SCH0023,,T014,2025-10-16,1.5,
L000825,SCH0023,,T014,2025-10-23,1.67,完成本节内容
L000826,SCH0023,,T014,2025-10-30,1.67,完成本节内容
L000827,SCH0023,,T014,2025-11-06,1.0,语法掌握一般
L000828,SCH0023,,T014,2025-11-13,1.67,需要加强口语练习
L000829,SCH0023,,T014,2025-11-20,1.0,完成本节内容
L000830,SCH0023,,T014,2025-11-27,1.67,完成本节内容
L000831,SCH0023,,T014,2025-12-04,1.0,完成本节内容
L000832,SCH0023,,T014,2025-12-11,1.5,完成本节内容
L000833,SCH0023,,T014,2025-12-18,2.0,完成本节内容
L000834,SCH0023,,T014,2025-12-25,1.5,需要加强口语练习
L000835,SCH0023,,T014,2026-01-01,1.0,课堂参与积极
L000836,SCH0023,,T014,2026-01-08,1.67,完成本节内容
L000837,SCH0023,,T014,2026-01-15,2.0,需要加强口语练习
L000838,SCH0023,,T014,2026-01-22,1.67,需要加强口语练习
L000839,SCH0023,,T014,2026-01-29,1.0,语法掌握一般
L000840,SCH0023,,T014,2026-02-05,2.0,需要加强口语练习
L000841,SCH0023,,T014,2026-02-12,1.0,完成本节内容
L000842,SCH0023,,T014,2026-02-19,1.0,完成本节内容
L000843,SCH0023,,T014,2026-02-26,1.5,课堂参与积极
L000844,SCH0023,,T014,2026-03-05,1.0,需要加强口语练习
L000845,SCH0023,,T014,2026-03-12,1.67,
L000846,SCH0023,,T014,2026-03-19,1.0,课堂参与积极
L000847,SCH0023,,T014,2026-03-26,1.5,语法掌握一般
L000848,SCH0023,,T014,2026-04-02,1.0,需要加强口语练习
L000849,SCH0023,,T014,2026-04-09,1.67,完成本节内容
L000850,SCH0023,,T014,2026-04-16,1.0,完成本节内容
L000851,SCH0023,,T014,2026-04-23,1.0,完成本节内容
L000852,SCH0023,,T014,2026-04-30,1.0,需要加强口语练习
L000853,SCH0023,,T014,2026-05-07,1.67,需要加强口语练习
L000854,SCH0023,,T014,2026-05-14,1.0,
L000855,SCH0023,,T014,2026-05-21,1.67,课堂参与积极
L000856,SCH0023,,T014,2026-05-28,1.5,完成本节内容
L000857,SCH0023,,T014,2026-06-04,2.0,课堂参与积极
L000858,SCH0023,,T014,2026-06-11,1.67,课堂参与积极
L000859,SCH0023,,T014,2026-06-18,1.0,语法掌握一般
L000860,SCH0023,,T014,2026-06-25,1.0,课堂参与积极
L000861,SCH0023,,T014,2026-07-02,1.5,完成本节内容
L000862,SCH0023,,T014,2026-07-09,2.0,课堂参与积极
L000863,SCH0023,,T014,2026-07-16,1.5,完成本节内容
L000864,SCH0023,,T014,2026-07-23,2.0,完成本节内容
L000865,SCH0023,,T014,2026-07-30,1.0,完成本节内容
L000866,SCH0023,,T014,2026-08-06,1.0,课堂参与积极
L000867,SCH0023,,T014,2026-08-13,2.0,课堂参与积极
L000868,SCH0023,,T014,2026-08-20,1.5,语法掌握一般
L000869,SCH0023,,T014,2026-08-27,1.0,完成本节内容
L000870,SCH0024,STU0097,T004,2025-07-02,1.0,完成本节内容
L000871,SCH0024,STU0097,T004,2025-07-09,1.5,需要加强口语练习
L000872,SCH0024,STU0097,T004,2025-07-16,1.67,课堂参与积极
L000873,SCH0024,STU0097,T004,2025-07-23,1.0,语法掌握一般
L000874,SCH0024,STU0097,T004,2025-07-30,2.0,完成本节内容
L000875,SCH0024,STU0097,T004,2025-08-06,1.0,需要加强口语练习
L000876,SCH0024,STU0097,T004,2025-08-13,1.0,需要加强口语练习
L000877,SCH0024,STU0097,T004,2025-08-20,2.0,完成本节内容
L000878,SCH0024,STU0097,T004,2025-08-27,1.5,
L000879,SCH0024,STU0097,T004,2025-09-03,1.67,需要加强口语练习
L000880,SCH0024,STU0097,T004,2025-09-10,1.0,语法掌握一般
L000881,SCH0024,STU0097,T004,2025-09-17,1.0,课堂参与积极
L000882,SCH0024,STU0097,T004,2025-09-24,1.0,语法掌握一般
L000883,SCH0024,STU0097,T004,2025-10-01,1.0,课堂参与积极
L000884,SCH0024,STU0097,T004,2025-10-08,1.0,课堂参与积极
L000885,SCH0024,STU0097,T004,2025-10-15,1.0,完成本节内容
L000886,SCH0024,STU0097,T004,2025-10-22,1.67,语法掌握一般
L000887,SCH0024,STU0097,T004,2025-10-29,1.67,需要加强口语练习
L000888,SCH0024,STU0097,T004,2025-11-05,1.0,需要加强口语练习
L000889,SCH0024,STU0097,T004,2025-11-12,1.5,课堂参与积极
L000890,SCH0024,STU0097,T004,2025-11-19,1.5,
L000891,SCH0024,STU0097,T004,2025-11-26,1.0,完成本节内容
L000892,SCH0024,STU0097,T004,2025-12-03,1.67,需要加强口语练习
L000893,SCH0024,STU0097,T004,2025-12-10,1.67,
L000894,SCH0024,STU0097,T004,2025-12-17,2.0,完成本节内容
L000895,SCH0024,STU0097,T004,2025-12-24,1.0,语法掌握一般
L000896,SCH0024,STU0097,T004,2025-12-31,1.5,语法掌握一般
L000897,SCH0024,STU0097,T004,2026-01-07,1.0,完成本节内容
L000898,SCH0024,STU0097,T004,2026-01-14,1.5,课堂参与积极
L000899,SCH0024,STU0097,T004,2026-01-21,1.67,需要加强口语练习
L000900,SCH0024,STU0097,T004,2026-01-28,2.0,课堂参与积极
L000901,SCH0024,STU0097,T004,2026-02-04,1.0,课堂参与积极
L000902,SCH0024,STU0097,T004,2026-02-11,1.0,完成本节内容
L000903,SCH0024,STU0097,T004,2026-02-18,1.5,
L000904,SCH0024,STU0097,T004,2026-02-25,1.0,完成本节内容
L000905,SCH0024,STU0097,T004,2026-03-04,1.67,课堂参与积极
L000906,SCH0024,STU0097,T004,2026-03-11,1.5,语法掌握一般
L000907,SCH0024,STU0097,T004,2026-03-18,1.5,完成本节内容
L000908,SCH0024,STU0097,T004,2026-03-25,1.0,
L000909,SCH0024,STU0097,T004,2026-04-01,1.0,完成本节内容
L000910,SCH0024,STU0097,T004,2026-04-08,1.67,语法掌握一般
L000911,SCH0024,STU0097,T004,2026-04-15,1.0,完成本节内容
L000912,SCH0024,STU0097,T004,2026-04-22,1.67,课堂参与积极
L000913,SCH0024,STU0097,T004,2026-04-29,1.0,语法掌握一般
L000914,SCH0024,STU0097,T004,2026-05-06,1.67,
L000915,SCH0024,STU0097,T004,2026-05-13,1.67,
L000916,SCH0024,STU0097,T004,2026-05-20,2.0,需要加强口语练习
L000917,SCH0024,STU0097,T004,2026-05-27,1.5,语法掌握一般
L000918,SCH0024,STU0097,T004,2026-06-03,1.0,课堂参与积极
L000919,SCH0024,STU0097,T004,2026-06-10,1.67,完成本节内容
L000920,SCH0024,STU0097,T004,2026-06-17,1.0,语法掌握一般
L000921,SCH0024,STU0097,T004,2026-06-24,1.67,完成本节内容
L000922,SCH0024,STU0097,T004,2026-07-01,2.0,完成本节内容
L000923,SCH0024,STU0097,T004,2026-07-08,1.5,完成本节内容
L000924,SCH0024,STU0097,T004,2026-07-15,1.0,完成本节内容
L000925,SCH0024,STU0097,T004,2026-07-22,1.67,
L000926,SCH0024,STU0097,T004,2026-07-29,1.67,语法掌握一般
L000927,SCH0024,STU0097,T004,2026-08-05,1.0,课堂参与积极
L000928,SCH0024,STU0097,T004,2026-08-12,1.5,需要加强口语练习
L000929,SCH0024,STU0097,T004,2026-08-19,1.67,完成本节内容
L000930,SCH0024,STU0097,T004,2026-08-26,1.0,需要加强口语练习
L000931,SCH0025,,T014,2025-08-29,1.0,语法掌握一般
L000932,SCH0025,,T014,2025-09-05,1.67,需要加强口语练习
L000933,SCH0025,,T014,2025-09-12,1.0,
L000934,SCH0025,,T014,2025-09-19,1.67,完成本节内容
L000935,SCH0025,,T014,2025-09-26,1.0,需要加强口语练习
L000936,SCH0025,,T014,2025-10-03,1.0,需要加强口语练习
L000937,SCH0025,,T014,2025-10-10,1.67,课堂参与积极
L000938,SCH0025,,T014,2025-10-17,1.0,完成本节内容
L000939,SCH0025,,T014,2025-10-24,1.0,需要加强口语练习
L000940,SCH0025,,T014,2025-10-31,1.67,语法掌握一般
L000941,SCH0025,,T014,2025-11-07,1.0,完成本节内容
L000942,SCH0025,,T014,2025-11-14,1.0,需要加强口语练习
L000943,SCH0025,,T014,2025-11-21,2.0,需要加强口语练习
L000944,SCH0025,,T014,2025-11-28,1.0,
L000945,SCH0025,,T014,2025-12-05,1.5,完成本节内容
L000946,SCH0025,,T014,2025-12-12,1.0,完成本节内容
L000947,SCH0025,,T014,2025-12-19,1.0,完成本节内容
L000948,SCH0025,,T014,2025-12-26,1.0,完成本节内容
L000949,SCH0025,,T014,2026-01-02,1.0,完成本节内容
L000950,SCH0025,,T014,2026-01-09,1.0,语法掌握一般
L000951,SCH0025,,T014,2026-01-16,1.5,语法掌握一般
L000952,SCH0025,,T014,2026-01-23,1.67,需要加强口语练习
L000953,SCH0025,,T014,2026-01-30,1.67,需要加强口语练习
L000954,SCH0025,,T014,2026-02-06,1.67,需要加强口语练习
L000955,SCH0025,,T014,2026-02-13,1.67,需要加强口语练习
L000956,SCH0025,,T014,2026-02-20,1.0,完成本节内容
L000957,SCH0025,,T014,2026-02-27,1.0,完成本节内容
L000958,SCH0025,,T014,2026-03-06,1.0,课堂参与积极
L000959,SCH0025,,T014,2026-03-13,1.0,需要加强口语练习
L000960,SCH0025,,T014,2026-03-20,1.5,完成本节内容
L000961,SCH0025,,T014,2026-03-27,1.67,完成本节内容
L000962,SCH0025,,T014,2026-04-03,1.0,完成本节内容
L000963,SCH0025,,T014,2026-04-10,1.0,语法掌握一般
L000964,SCH0025,,T014,2026-04-17,1.0,课堂参与积极
L000965,SCH0025,,T014,2026-04-24,1.0,需要加强口语练习
L000966,SCH0025,,T014,2026-05-01,1.5,完成本节内容
L000967,SCH0025,,T014,2026-05-08,2.0,语法掌握一般
L000968,SCH0025,,T014,2026-05-15,1.0,课堂参与积极
L000969,SCH0025,,T014,2026-05-22,1.67,完成本节内容
L000970,SCH0025,,T014,2026-05-29,1.67,需要加强口语练习
L000971,SCH0025,,T014,2026-06-05,1.0,课堂参与积极
L000972,SCH0025,,T014,2026-06-12,1.5,完成本节内容
L000973,SCH0025,,T014,2026-06-19,2.0,需要加强口语练习
L000974,SCH0025,,T014,2026-06-26,1.67,语法掌握一般
L000975,SCH0025,,T014,2026-07-03,1.5,完成本节内容
L000976,SCH0025,,T014,2026-07-10,1.5,语法掌握一般
L000977,SCH0025,,T014,2026-07-17,1.0,完成本节内容
L000978,SCH0025,,T014,2026-07-24,1.0,课堂参与积极
L000979,SCH0025,,T014,2026-07-31,2.0,课堂参与积极
L000980,SCH0025,,T014,2026-08-07,1.5,语法掌握一般
L000981,SCH0025,,T014,2026-08-14,1.0,课堂参与积极
L000982,SCH0025,,T014,2026-08-21,1.5,需要加强口语练习
L000983,SCH0025,,T014,2026-08-28,1.67,完成本节内容
L000984,SCH0026,STU0098,T008,2025-10-21,1.67,需要加强口语练习
L000985,SCH0026,STU0098,T008,2025-10-28,1.0,需要加强口语练习
L000986,SCH0026,STU0098,T008,2025-11-04,1.0,语法掌握一般
L000987,SCH0026,STU0098,T008,2025-11-11,1.67,
L000988,SCH0026,STU0098,T008,2025-11-18,2.0,需要加强口语练习
L000989,SCH0026,STU0098,T008,2025-11-25,1.67,需要加强口语练习
L000990,SCH0026,STU0098,T008,2025-12-02,1.0,课堂参与积极
L000991,SCH0026,STU0098,T008,2025-12-09,1.67,需要加强口语练习
L000992,SCH0026,STU0098,T008,2025-12-16,1.0,完成本节内容
L000993,SCH0026,STU0098,T008,2025-12-23,1.5,课堂参与积极
L000994,SCH0026,STU0098,T008,2025-12-30,1.5,语法掌握一般
L000995,SCH0026,STU0098,T008,2026-01-06,1.67,完成本节内容
L000996,SCH0026,STU0098,T008,2026-01-13,2.0,课堂参与积极
L000997,SCH0026,STU0098,T008,2026-01-20,2.0,需要加强口语练习
L000998,SCH0026,STU0098,T008,2026-01-27,1.0,需要加强口语练习
L000999,SCH0026,STU0098,T008,2026-02-03,1.5,需要加强口语练习
L001000,SCH0026,STU0098,T008,2026-02-10,1.67,需要加强口语练习
L001001,SCH0026,STU0098,T008,2026-02-17,1.5,需要加强口语练习
L001002,SCH0026,STU0098,T008,2026-02-24,1.67,需要加强口语练习
L001003,SCH0026,STU0098,T008,2026-03-03,2.0,语法掌握一般
L001004,SCH0026,STU0098,T008,2026-03-10,2.0,完成本节内容
L001005,SCH0026,STU0098,T008,2026-03-17,1.0,完成本节内容
L001006,SCH0026,STU0098,T008,2026-03-24,1.0,完成本节内容
L001007,SCH0026,STU0098,T008,2026-03-31,1.0,完成本节内容
L001008,SCH0026,STU0098,T008,2026-04-07,1.67,完成本节内容
L001009,SCH0026,STU0098,T008,2026-04-14,1.0,课堂参与积极
L001010,SCH0026,STU0098,T008,2026-04-21,2.0,
L001011,SCH0026,STU0098,T008,2026-04-28,1.67,需要加强口语练习
L001012,SCH0026,STU0098,T008,2026-05-05,1.67,课堂参与积极
L001013,SCH0026,STU0098,T008,2026-05-12,1.5,完成本节内容
L001014,SCH0026,STU0098,T008,2026-05-19,1.0,课堂参与积极
L001015,SCH0026,STU0098,T008,2026-05-26,1.0,完成本节内容
L001016,SCH0026,STU0098,T008,2026-06-02,1.67,完成本节内容
L001017,SCH0026,STU0098,T008,2026-06-09,1.5,完成本节内容
L001018,SCH0026,STU0098,T008,2026-06-16,1.67,完成本节内容
L001019,SCH0026,STU0098,T008,2026-06-23,1.67,课堂参与积极
L001020,SCH0026,STU0098,T008,2026-06-30,1.0,语法掌握一般
L001021,SCH0026,STU0098,T008,2026-07-07,2.0,语法掌握一般
L001022,SCH0026,STU0098,T008,2026-07-14,1.5,需要加强口语练习
L001023,SCH0026,STU0098,T008,2026-07-21,1.0,完成本节内容
L001024,SCH0026,STU0098,T008,2026-07-28,1.67,需要加强口语练习
L001025,SCH0026,STU0098,T008,2026-08-04,1.0,语法掌握一般
L001026,SCH0026,STU0098,T008,2026-08-11,1.0,语法掌握一般
L001027,SCH0026,STU0098,T008,2026-08-18,1.67,语法掌握一般
L001028,SCH0026,STU0098,T008,2026-08-25,1.5,课堂参与积极
L001029,SCH0027,STU0057,T011,2025-08-17,1.67,需要加强口语练习
L001030,SCH0027,STU0057,T011,2025-08-24,1.0,语法掌握一般
L001031,SCH0027,STU0057,T011,2025-08-31,1.5,需要加强口语练习
L001032,SCH0027,STU0057,T011,2025-09-07,1.0,需要加强口语练习
L001033,SCH0027,STU0057,T011,2025-09-14,1.67,完成本节内容
L001034,SCH0027,STU0057,T011,2025-09-21,1.0,课堂参与积极
L001035,SCH0027,STU0057,T011,2025-09-28,2.0,课堂参与积极
L001036,SCH0027,STU0057,T011,2025-10-05,1.67,需要加强口语练习
L001037,SCH0027,STU0057,T011,2025-10-12,1.0,课堂参与积极
L001038,SCH0027,STU0057,T011,2025-10-19,1.0,完成本节内容
L001039,SCH0027,STU0057,T011,2025-10-26,1.67,完成本节内容
L001040,SCH0027,STU0057,T011,2025-11-02,1.67,需要加强口语练习
L001041,SCH0027,STU0057,T011,2025-11-09,1.0,完成本节内容
L001042,SCH0027,STU0057,T011,2025-11-16,1.0,语法掌握一般
L001043,SCH0027,STU0057,T011,2025-11-23,1.0,完成本节内容
L001044,SCH0027,STU0057,T011,2025-11-30,1.0,语法掌握一般
L001045,SCH0027,STU0057,T011,2025-12-07,1.0,语法掌握一般
L001046,SCH0027,STU0057,T011,2025-12-14,1.0,完成本节内容
L001047,SCH0027,STU0057,T011,2025-12-21,1.5,课堂参与积极
L001048,SCH0027,STU0057,T011,2025-12-28,1.5,语法掌握一般
L001049,SCH0027,STU0057,T011,2026-01-04,1.0,课堂参与积极
L001050,SCH0027,STU0057,T011,2026-01-11,1.0,完成本节内容
L001051,SCH0027,STU0057,T011,2026-01-18,1.67,课堂参与积极
L001052,SCH0027,STU0057,T011,2026-01-25,1.0,完成本节内容
L001053,SCH0027,STU0057,T011,2026-02-01,1.67,语法掌握一般
L001054,SCH0027,STU0057,T011,2026-02-08,1.0,语法掌握一般
L001055,SCH0027,STU0057,T011,2026-02-15,1.67,需要加强口语练习
L001056,SCH0027,STU0057,T011,2026-02-22,2.0,需要加强口语练习
L001057,SCH0027,STU0057,T011,2026-03-01,1.0,完成本节内容
L001058,SCH0027,STU0057,T011,2026-03-08,1.0,需要加强口语练习
L001059,SCH0027,STU0057,T011,2026-03-15,1.0,完成本节内容
L001060,SCH0027,STU0057,T011,2026-03-22,1.67,完成本节内容
L001061,SCH0027,STU0057,T011,2026-03-29,1.67,需要加强口语练习
L001062,SCH0027,STU0057,T011,2026-04-05,1.0,语法掌握一般
L001063,SCH0027,STU0057,T011,2026-04-12,1.67,需要加强口语练习
L001064,SCH0027,STU0057,T011,2026-04-19,1.0,完成本节内容
L001065,SCH0027,STU0057,T011,2026-04-26,1.5,课堂参与积极
L001066,SCH0027,STU0057,T011,2026-05-03,1.67,
L001067,SCH0027,STU0057,T011,2026-05-10,1.67,课堂参与积极
L001068,SCH0027,STU0057,T011,2026-05-17,1.67,语法掌握一般
L001069,SCH0027,STU0057,T011,2026-05-24,1.67,需要加强口语练习
L001070,SCH0027,STU0057,T011,2026-05-31,1.5,
L001071,SCH0027,STU0057,T011,2026-06-07,2.0,
L001072,SCH0027,STU0057,T011,2026-06-14,1.5,完成本节内容
L001073,SCH0027,STU0057,T011,2026-06-21,1.5,完成本节内容
L001074,SCH0027,STU0057,T011,2026-06-28,2.0,
L001075,SCH0027,STU0057,T011,2026-07-05,1.0,语法掌握一般
L001076,SCH0027,STU0057,T011,2026-07-12,1.0,完成本节内容
L001077,SCH0027,STU0057,T011,2026-07-19,1.0,语法掌握一般
L001078,SCH0027,STU0057,T011,2026-07-26,1.0,完成本节内容
L001079,SCH0027,STU0057,T011,2026-08-02,2.0,完成本节内容
L001080,SCH0027,STU0057,T011,2026-08-09,1.0,课堂参与积极
L001081,SCH0027,STU0057,T011,2026-08-16,1.67,完成本节内容
L001082,SCH0027,STU0057,T011,2026-08-23,1.67,需要加强口语练习
L001083,SCH0027,STU0057,T011,2026-08-30,1.0,语法掌握一般
L001084,SCH0028,,T014,2025-10-05,1.0,
L001085,SCH0028,,T014,2025-10-12,1.0,需要加强口语练习
L001086,SCH0028,,T014,2025-10-19,1.0,需要加强口语练习
L001087,SCH0028,,T014,2025-10-26,1.5,语法掌握一般
L001088,SCH0028,,T014,2025-11-02,1.67,完成本节内容
L001089,SCH0028,,T014,2025-11-09,1.0,课堂参与积极
L001090,SCH0028,,T014,2025-11-16,1.67,完成本节内容
L001091,SCH0028,,T014,2025-11-23,1.5,完成本节内容
L001092,SCH0028,,T014,2025-11-30,1.67,课堂参与积极
L001093,SCH0028,,T014,2025-12-07,2.0,完成本节内容
L001094,SCH0028,,T014,2025-12-14,1.0,课堂参与积极
L001095,SCH0028,,T014,2025-12-21,2.0,课堂参与积极
L001096,SCH0028,,T014,2025-12-28,1.67,完成本节内容
L001097,SCH0028,,T014,2026-01-04,1.0,
L001098,SCH0028,,T014,2026-01-11,2.0,完成本节内容
L001099,SCH0028,,T014,2026-01-18,1.0,课堂参与积极
L001100,SCH0028,,T014,2026-01-25,1.0,需要加强口语练习
L001101,SCH0028,,T014,2026-02-01,1.0,课堂参与积极
L001102,SCH0028,,T014,2026-02-08,1.0,语法掌握一般
L001103,SCH0028,,T014,2026-02-15,2.0,完成本节内容
L001104,SCH0028,,T014,2026-02-22,1.67,需要加强口语练习
L001105,SCH0028,,T014,2026-03-01,1.67,完成本节内容
L001106,SCH0028,,T014,2026-03-08,1.0,
L001107,SCH0028,,T014,2026-03-15,1.67,完成本节内容
L001108,SCH0028,,T014,2026-03-22,1.67,语法掌握一般
L001109,SCH0028,,T014,2026-03-29,1.0,语法掌握一般
L001110,SCH0028,,T014,2026-04-05,1.0,需要加强口语练习
L001111,SCH0028,,T014,2026-04-12,2.0,完成本节内容
L001112,SCH0028,,T014,2026-04-19,2.0,完成本节内容
L001113,SCH0028,,T014,2026-04-26,1.0,需要加强口语练习
L001114,SCH0028,,T014,2026-05-03,1.5,需要加强口语练习
L001115,SCH0028,,T014,2026-05-10,1.0,完成本节内容
L001116,SCH0028,,T014,2026-05-17,1.5,语法掌握一般
L001117,SCH0028,,T014,2026-05-24,1.0,完成本节内容
L001118,SCH0028,,T014,2026-05-31,2.0,
L001119,SCH0028,,T014,2026-06-07,2.0,语法掌握一般
L001120,SCH0028,,T014,2026-06-14,2.0,需要加强口语练习
L001121,SCH0028,,T014,2026-06-21,1.5,语法掌握一般
L001122,SCH0028,,T014,2026-06-28,1.5,完成本节内容
L001123,SCH0028,,T014,2026-07-05,1.5,课堂参与积极
L001124,SCH0028,,T014,2026-07-12,1.5,完成本节内容
L001125,SCH0028,,T014,2026-07-19,1.0,语法掌握一般
L001126,SCH0028,,T014,2026-07-26,1.0,完成本节内容
L001127,SCH0028,,T014,2026-08-02,1.5,课堂参与积极
L001128,SCH0028,,T014,2026-08-09,1.0,完成本节内容
L001129,SCH0028,,T014,2026-08-16,1.67,完成本节内容
L001130,SCH0028,,T014,2026-08-23,1.0,完成本节内容
L001131,SCH0028,,T014,2026-08-30,1.0,完成本节内容
L001132,SCH0029,STU0124,T007,2025-07-02,1.67,完成本节内容
L001133,SCH0029,STU0124,T007,2025-07-09,1.0,完成本节内容
L001134,SCH0029,STU0124,T007,2025-07-16,1.67,完成本节内容
L001135,SCH0029,STU0124,T007,2025-07-23,1.5,需要加强口语练习
L001136,SCH0029,STU0124,T007,2025-07-30,1.67,课堂参与积极
L001137,SCH0029,STU0124,T007,2025-08-06,1.0,完成本节内容
L001138,SCH0029,STU0124,T007,2025-08-13,1.0,语法掌握一般
L001139,SCH0029,STU0124,T007,2025-08-20,1.0,课堂参与积极
L001140,SCH0029,STU0124,T007,2025-08-27,2.0,课堂参与积极
L001141,SCH0029,STU0124,T007,2025-09-03,1.5,需要加强口语练习
L001142,SCH0029,STU0124,T007,2025-09-10,1.0,需要加强口语练习
L001143,SCH0029,STU0124,T007,2025-09-17,1.5,完成本节内容
L001144,SCH0029,STU0124,T007,2025-09-24,1.0,语法掌握一般
L001145,SCH0029,STU0124,T007,2025-10-01,1.5,完成本节内容
L001146,SCH0029,STU0124,T007,2025-10-08,2.0,完成本节内容
L001147,SCH0029,STU0124,T007,2025-10-15,1.67,需要加强口语练习
L001148,SCH0029,STU0124,T007,2025-10-22,1.5,语法掌握一般
L001149,SCH0029,STU0124,T007,2025-10-29,2.0,完成本节内容
L001150,SCH0029,STU0124,T007,2025-11-05,1.0,需要加强口语练习
L001151,SCH0029,STU0124,T007,2025-11-12,1.5,课堂参与积极
L001152,SCH0029,STU0124,T007,2025-11-19,2.0,完成本节内容
L001153,SCH0029,STU0124,T007,2025-11-26,1.0,课堂参与积极
L001154,SCH0029,STU0124,T007,2025-12-03,1.0,课堂参与积极
L001155,SCH0029,STU0124,T007,2025-12-10,1.0,完成本节内容
L001156,SCH0029,STU0124,T007,2025-12-17,1.0,
L001157,SCH0029,STU0124,T007,2025-12-24,1.0,课堂参与积极
L001158,SCH0029,STU0124,T007,2025-12-31,1.5,完成本节内容
L001159,SCH0029,STU0124,T007,2026-01-07,1.0,课堂参与积极
L001160,SCH0029,STU0124,T007,2026-01-14,1.67,语法掌握一般
L001161,SCH0029,STU0124,T007,2026-01-21,1.5,完成本节内容
L001162,SCH0029,STU0124,T007,2026-01-28,1.0,完成本节内容
L001163,SCH0029,STU0124,T007,2026-02-04,2.0,语法掌握一般
L001164,SCH0029,STU0124,T007,2026-02-11,1.67,课堂参与积极
L001165,SCH0029,STU0124,T007,2026-02-18,1.0,完成本节内容
L001166,SCH0029,STU0124,T007,2026-02-25,1.0,语法掌握一般
L001167,SCH0029,STU0124,T007,2026-03-04,2.0,完成本节内容
L001168,SCH0029,STU0124,T007,2026-03-11,1.67,完成本节内容
L001169,SCH0029,STU0124,T007,2026-03-18,1.0,完成本节内容
L001170,SCH0029,STU0124,T007,2026-03-25,1.0,语法掌握一般
L001171,SCH0029,STU0124,T007,2026-04-01,1.5,完成本节内容
L001172,SCH0029,STU0124,T007,2026-04-08,1.0,完成本节内容
L001173,SCH0029,STU0124,T007,2026-04-15,1.0,语法掌握一般
L001174,SCH0029,STU0124,T007,2026-04-22,1.0,
L001175,SCH0029,STU0124,T007,2026-04-29,1.0,完成本节内容
L001176,SCH0029,STU0124,T007,2026-05-06,1.0,完成本节内容
L001177,SCH0029,STU0124,T007,2026-05-13,2.0,语法掌握一般
L001178,SCH0029,STU0124,T007,2026-05-20,1.0,课堂参与积极
L001179,SCH0029,STU0124,T007,2026-05-27,1.5,
L001180,SCH0029,STU0124,T007,2026-06-03,1.0,完成本节内容
L001181,SCH0029,STU0124,T007,2026-06-10,1.0,需要加强口语练习
L001182,SCH0029,STU0124,T007,2026-06-17,1.0,需要加强口语练习
L001183,SCH0029,STU0124,T007,2026-06-24,1.67,完成本节内容
L001184,SCH0029,STU0124,T007,2026-07-01,1.5,完成本节内容
L001185,SCH0029,STU0124,T007,2026-07-08,1.0,完成本节内容
L001186,SCH0029,STU0124,T007,2026-07-15,1.5,语法掌握一般
L001187,SCH0029,STU0124,T007,2026-07-22,1.0,
L001188,SCH0029,STU0124,T007,2026-07-29,1.0,语法掌握一般
L001189,SCH0029,STU0124,T007,2026-08-05,1.67,需要加强口语练习
L001190,SCH0029,STU0124,T007,2026-08-12,1.67,
L001191,SCH0029,STU0124,T007,2026-08-19,1.5,语法掌握一般
L001192,SCH0029,STU0124,T007,2026-08-26,1.0,课堂参与积极
L001193,SCH0030,STU0051,T028,2026-07-16,1.0,需要加强口语练习
L001194,SCH0030,STU0051,T028,2026-07-23,1.0,课堂参与积极
L001195,SCH0030,STU0051,T028,2026-07-30,1.0,需要加强口语练习
L001196,SCH0030,STU0051,T028,2026-08-06,1.0,需要加强口语练习
L001197,SCH0030,STU0051,T028,2026-08-13,1.0,完成本节内容
L001198,SCH0030,STU0051,T028,2026-08-20,1.67,需要加强口语练习
L001199,SCH0030,STU0051,T028,2026-08-27,1.0,语法掌握一般
L001200,SCH0031,STU0035,T010,2025-07-25,1.5,课堂参与积极
L001201,SCH0031,STU0035,T010,2025-08-01,1.67,课堂参与积极
L001202,SCH0031,STU0035,T010,2025-08-08,1.0,完成本节内容
L001203,SCH0031,STU0035,T010,2025-08-15,1.67,课堂参与积极
L001204,SCH0031,STU0035,T010,2025-08-22,1.67,完成本节内容
L001205,SCH0031,STU0035,T010,2025-08-29,1.0,完成本节内容
L001206,SCH0031,STU0035,T010,2025-09-05,1.67,完成本节内容
L001207,SCH0031,STU0035,T010,2025-09-12,1.0,课堂参与积极
L001208,SCH0031,STU0035,T010,2025-09-19,1.0,完成本节内容
L001209,SCH0031,STU0035,T010,2025-09-26,1.0,完成本节内容
L001210,SCH0031,STU0035,T010,2025-10-03,1.67,需要加强口语练习
L001211,SCH0031,STU0035,T010,2025-10-10,1.67,
L001212,SCH0031,STU0035,T010,2025-10-17,1.0,课堂参与积极
L001213,SCH0031,STU0035,T010,2025-10-24,2.0,完成本节内容
L001214,SCH0031,STU0035,T010,2025-10-31,2.0,需要加强口语练习
L001215,SCH0031,STU0035,T010,2025-11-07,1.0,完成本节内容
L001216,SCH0031,STU0035,T010,2025-11-14,1.67,
L001217,SCH0031,STU0035,T010,2025-11-21,1.67,完成本节内容
L001218,SCH0031,STU0035,T010,2025-11-28,2.0,完成本节内容
L001219,SCH0031,STU0035,T010,2025-12-05,1.0,
L001220,SCH0031,STU0035,T010,2025-12-12,1.67,语法掌握一般
L001221,SCH0031,STU0035,T010,2025-12-19,1.0,需要加强口语练习
L001222,SCH0031,STU0035,T010,2025-12-26,1.67,需要加强口语练习
L001223,SCH0031,STU0035,T010,2026-01-02,1.0,完成本节内容
