inquiry_id,customer_id,inquiry_date,inquiry_type,post_id,account_id,customer_account,inquiry_time,response_time,response_duration,sales_id,wechat_status,keyword,region,remark
INQ00317,CUS0202,2025-12-16,主动咨询,POST0096,ACC002,user_0202,2025-12-16 20:10:00,2025-12-16 20:45:00,35,EMP003,待添加,零基础,澳大利亚,
INQ00318,CUS0203,2026-07-01,主动咨询,POST0034,ACC001,user_0203,2026-07-01 19:50:00,2026-07-02 04:14:00,504,EMP001,已添加,B2,新加坡,
INQ00319,CUS0204,2026-02-23,回访,POST0024,ACC003,user_0204,2026-02-23 16:50:00,2026-02-23 17:10:00,20,EMP002,未添加,留学,中国,
INQ00320,CUS0205,2026-04-29,主动咨询,,ACC004,user_0205,2026-04-29 18:00:00,2026-04-29 18:33:00,33,EMP001,待添加,DELE,美国,
INQ00321,CUS0206,2025-03-16,回访,POST0098,ACC003,user_0206,2025-03-16 15:50:00,2025-03-16 16:00:00,10,EMP001,已添加,DELE,西班牙,
INQ00322,CUS0207,2026-02-19,被动私信,POST0024,ACC003,user_0207,2026-02-19 18:50:00,2026-02-19 18:56:00,6,EMP002,已添加,小孩课程,西班牙,
INQ00323,CUS0207,2026-02-22,回访,POST0055,ACC004,user_0207,2026-02-22 15:00:00,2026-02-22 22:43:00,463,EMP002,已添加,零基础,美国,客户希望尽快安排
INQ00324,CUS0208,2026-01-24,主动咨询,POST0112,ACC004,user_0208,2026-01-24 11:20:00,2026-01-24 11:37:00,17,EMP003,已添加,小孩课程,加拿大,
INQ00325,CUS0209,2026-04-27,主动咨询,POST0094,ACC002,user_0209,2026-04-27 15:30:00,2026-04-27 15:42:00,12,EMP001,未添加,DELE,澳大利亚,
INQ00326,CUS0209,2026-05-20,被动私信,POST0109,ACC001,user_0209,2026-05-20 10:20:00,2026-05-20 10:31:00,11,EMP001,已添加,DELE,新加坡,
INQ00327,CUS0209,2026-06-06,主动咨询,,ACC001,user_0209,2026-06-06 18:40:00,2026-06-06 18:53:00,13,EMP001,已添加,口语,中国,客户希望尽快安排
INQ00328,CUS0210,2026-02-09,主动咨询,POST0095,ACC003,user_0210,2026-02-09 20:20:00,2026-02-09 20:36:00,16,EMP003,已添加,B2,澳大利亚,客户希望尽快安排
INQ00329,CUS0210,2026-02-24,回访,,ACC003,user_0210,2026-02-24 18:50:00,2026-02-24 18:53:00,3,EMP003,已添加,DELE,中国,客户希望尽快安排
INQ00330,CUS0211,2025-09-07,主动评论,POST0103,ACC002,user_0211,2025-09-07 10:50:00,2025-09-07 10:57:00,7,EMP001,未添加,DELE,新加坡,
INQ00331,CUS0212,2025-12-28,主动评论,POST0085,ACC001,user_0212,2025-12-28 11:10:00,2025-12-28 11:24:00,14,EMP003,已添加,DELE,英国,客户希望尽快安排
INQ00332,CUS0212,2026-01-02,主动咨询,POST0078,ACC001,user_0212,2026-01-02 18:20:00,2026-01-02 18:32:00,12,EMP003,已添加,零基础,英国,
INQ00333,CUS0213,2026-05-04,回访,POST0053,ACC004,user_0213,2026-05-04 14:50:00,2026-05-04 15:07:00,17,EMP003,待添加,DELE,西班牙,
INQ00334,CUS0214,2025-09-23,主动咨询,POST0104,ACC004,user_0214,2025-09-23 11:40:00,2025-09-23 11:50:00,10,EMP002,已添加,小孩课程,新加坡,客户希望尽快安排
INQ00335,CUS0215,2026-05-11,主动评论,POST0074,ACC001,user_0215,2026-05-11 20:50:00,2026-05-11 20:52:00,2,EMP002,未添加,口语,西班牙,
INQ00336,CUS0215,2026-06-01,主动咨询,POST0051,ACC002,user_0215,2026-06-01 09:50:00,2026-06-01 10:07:00,17,EMP002,已添加,口语,英国,
INQ00337,CUS0216,2025-03-11,主动评论,POST0003,ACC001,user_0216,2025-03-11 10:30:00,2025-03-11 11:09:00,39,EMP003,已添加,B2,加拿大,客户希望尽快安排
INQ00338,CUS0216,2025-04-13,被动私信,POST0102,ACC003,user_0216,2025-04-13 10:00:00,2025-04-13 10:03:00,3,EMP003,已添加,零基础,澳大利亚,
INQ00339,CUS0217,2025-04-29,主动咨询,POST0010,ACC004,user_0217,2025-04-29 11:00:00,2025-04-29 11:31:00,31,EMP001,未添加,B2,新加坡,
INQ00340,CUS0218,2026-01-02,主动评论,POST0098,ACC003,user_0218,2026-01-02 16:40:00,2026-01-02 17:09:00,29,EMP001,未添加,口语,加拿大,
INQ00341,CUS0219,2025-11-21,被动私信,POST0060,ACC001,user_0219,2025-11-21 16:00:00,2025-11-21 19:09:00,189,EMP003,已添加,小孩课程,美国,
INQ00342,CUS0220,2025-11-20,主动评论,POST0051,ACC002,user_0220,2025-11-20 14:20:00,2025-11-20 14:29:00,9,EMP002,已添加,小孩课程,加拿大,
INQ00343,CUS0221,2025-05-20,主动评论,POST0006,ACC004,user_0221,2025-05-20 10:50:00,2025-05-20 11:16:00,26,EMP001,已添加,口语,英国,客户希望尽快安排
INQ00344,CUS0221,2025-05-22,主动咨询,POST0092,ACC002,user_0221,2025-05-22 15:50:00,2025-05-22 16:06:00,16,EMP001,已添加,小孩课程,加拿大,
INQ00345,CUS0221,2025-07-01,主动咨询,POST0106,ACC002,user_0221,2025-07-01 14:20:00,2025-07-01 14:24:00,4,EMP001,待添加,口语,澳大利亚,
INQ00346,CUS0222,2025-03-09,主动评论,POST0007,ACC003,user_0222,2025-03-09 11:00:00,2025-03-09 11:15:00,15,EMP002,已添加,口语,澳大利亚,
INQ00347,CUS0222,2025-03-18,主动咨询,,ACC001,user_0222,2025-03-18 14:40:00,2025-03-18 14:53:00,13,EMP002,待添加,留学,美国,
INQ00348,CUS0223,2025-08-28,主动评论,,ACC001,user_0223,2025-08-28 11:50:00,2025-08-28 12:15:00,25,EMP003,未添加,口语,中国,客户希望尽快安排
INQ00349,CUS0224,2026-07-14,主动咨询,POST0001,ACC002,user_0224,2026-07-14 18:30:00,2026-07-14 18:51:00,21,EMP003,已添加,口语,美国,
INQ00350,CUS0225,2025-10-12,主动评论,POST0011,ACC004,user_0225,2025-10-12 10:20:00,2025-10-12 10:37:00,17,EMP002,待添加,小孩课程,美国,客户希望尽快安排
INQ00351,CUS0225,2025-11-24,主动咨询,POST0073,ACC003,user_0225,2025-11-24 18:40:00,2025-11-24 18:51:00,11,EMP002,待添加,DELE,美国,
INQ00352,CUS0226,2026-07-26,回访,POST0017,ACC001,user_0226,2026-07-26 09:40:00,2026-07-26 09:56:00,16,EMP003,未添加,口语,中国,客户希望尽快安排
INQ00353,CUS0226,2026-08-23,主动咨询,POST0079,ACC001,user_0226,2026-08-23 10:50:00,2026-08-23 11:27:00,37,EMP003,已添加,B2,德国,
INQ00354,CUS0226,2026-08-31,主动咨询,POST0118,ACC004,user_0226,2026-08-31 17:50:00,2026-08-31 17:54:00,4,EMP003,已添加,小孩课程,加拿大,客户希望尽快安排
INQ00355,CUS0227,2026-06-17,主动咨询,POST0015,ACC002,user_0227,2026-06-17 14:00:00,2026-06-17 14:33:00,33,EMP003,已添加,零基础,英国,
INQ00356,CUS0228,2025-07-30,主动咨询,POST0052,ACC002,user_0228,2025-07-30 17:30:00,2025-07-30 17:39:00,9,EMP001,未添加,B2,西班牙,
INQ00357,CUS0228,2025-09-06,被动私信,POST0067,ACC001,user_0228,2025-09-06 17:40:00,2025-09-06 17:45:00,5,EMP001,未添加,B2,英国,
INQ00358,CUS0229,2025-04-05,回访,POST0087,ACC001,user_0229,2025-04-05 19:00:00,2025-04-05 19:12:00,12,EMP002,待添加,留学,西班牙,
INQ00359,CUS0229,2025-04-27,主动咨询,POST0054,ACC004,user_0229,2025-04-27 16:50:00,2025-04-27 17:16:00,26,EMP002,已添加,口语,新加坡,
INQ00360,CUS0230,2026-08-10,回访,POST0106,ACC002,user_0230,2026-08-10 14:30:00,2026-08-10 14:51:00,21,EMP002,已添加,DELE,美国,客户希望尽快安排
INQ00361,CUS0230,2026-08-29,主动咨询,POST0087,ACC001,user_0230,2026-08-29 19:50:00,2026-08-29 20:09:00,19,EMP002,已添加,口语,美国,
INQ00362,CUS0231,2025-05-24,主动咨询,POST0103,ACC002,user_0231,2025-05-24 11:20:00,2025-05-24 11:31:00,11,EMP001,已添加,B2,德国,客户希望尽快安排
INQ00363,CUS0232,2025-08-09,主动咨询,POST0109,ACC001,user_0232,2025-08-09 15:10:00,2025-08-09 15:36:00,26,EMP001,已添加,小孩课程,加拿大,
INQ00364,CUS0233,2026-08-05,主动咨询,POST0011,ACC004,user_0233,2026-08-05 09:50:00,2026-08-05 10:21:00,31,EMP001,已添加,零基础,中国,
INQ00365,CUS0234,2025-04-02,主动咨询,POST0017,ACC001,user_0234,2025-04-02 10:10:00,2025-04-02 10:31:00,21,EMP001,未添加,零基础,加拿大,
INQ00366,CUS0234,2025-04-06,回访,POST0047,ACC004,user_0234,2025-04-06 20:30:00,2025-04-06 21:12:00,42,EMP001,已添加,口语,澳大利亚,客户希望尽快安排
INQ00367,CUS0234,2025-04-14,主动评论,,ACC001,user_0234,2025-04-14 11:50:00,2025-04-14 12:13:00,23,EMP001,未添加,零基础,英国,
INQ00368,CUS0235,2025-03-09,被动私信,POST0025,ACC004,user_0235,2025-03-09 10:00:00,2025-03-09 10:18:00,18,EMP003,已添加,DELE,英国,
INQ00369,CUS0236,2025-04-18,主动咨询,POST0083,ACC001,user_0236,2025-04-18 20:10:00,2025-04-18 20:24:00,14,EMP001,已添加,零基础,美国,
INQ00370,CUS0237,2025-12-13,主动咨询,,ACC001,user_0237,2025-12-13 19:20:00,2025-12-13 19:35:00,15,EMP001,已添加,零基础,德国,客户希望尽快安排
INQ00371,CUS0238,2025-08-26,主动咨询,POST0008,ACC004,user_0238,2025-08-26 10:10:00,2025-08-26 11:04:00,54,EMP003,已添加,DELE,英国,客户希望尽快安排
INQ00372,CUS0238,2025-09-15,回访,POST0005,ACC003,user_0238,2025-09-15 19:10:00,2025-09-15 19:40:00,30,EMP003,待添加,小孩课程,英国,客户希望尽快安排
INQ00373,CUS0239,2025-12-15,主动咨询,POST0065,ACC004,user_0239,2025-12-15 14:10:00,2025-12-15 14:34:00,24,EMP001,已添加,零基础,澳大利亚,
INQ00374,CUS0240,2025-10-17,主动评论,POST0091,ACC002,user_0240,2025-10-17 14:10:00,2025-10-17 14:30:00,20,EMP003,未添加,B2,德国,
INQ00375,CUS0240,2025-10-22,回访,POST0101,ACC003,user_0240,2025-10-22 19:50:00,2025-10-22 20:04:00,14,EMP003,已添加,零基础,西班牙,
INQ00376,CUS0241,2025-11-02,回访,POST0081,ACC004,user_0241,2025-11-02 19:10:00,2025-11-02 19:12:00,2,EMP002,已添加,小孩课程,澳大利亚,
INQ00377,CUS0241,2025-11-30,主动评论,POST0056,ACC001,user_0241,2025-11-30 16:10:00,2025-11-30 16:16:00,6,EMP002,已添加,DELE,中国,
INQ00378,CUS0241,2025-12-23,被动私信,POST0106,ACC002,user_0241,2025-12-23 09:10:00,2025-12-23 09:25:00,15,EMP002,未添加,口语,中国,
INQ00379,CUS0242,2025-05-21,被动私信,POST0003,ACC001,user_0242,2025-05-21 11:00:00,2025-05-21 11:15:00,15,EMP001,已添加,零基础,英国,
INQ00380,CUS0242,2025-06-18,主动咨询,POST0087,ACC001,user_0242,2025-06-18 19:50:00,2025-06-18 22:43:00,173,EMP001,已添加,口语,新加坡,
INQ00381,CUS0243,2025-06-04,被动私信,POST0010,ACC004,user_0243,2025-06-04 15:20:00,2025-06-04 15:28:00,8,EMP002,已添加,小孩课程,中国,
INQ00382,CUS0244,2026-01-24,主动咨询,POST0112,ACC004,user_0244,2026-01-24 10:40:00,2026-01-24 11:00:00,20,EMP002,已添加,DELE,新加坡,
INQ00383,CUS0245,2025-03-15,主动咨询,,ACC004,user_0245,2025-03-15 14:00:00,2025-03-15 14:06:00,6,EMP003,已添加,B2,中国,客户希望尽快安排
INQ00384,CUS0246,2025-04-14,主动评论,,ACC003,user_0246,2025-04-14 17:50:00,2025-04-14 18:00:00,10,EMP003,已添加,零基础,英国,
INQ00385,CUS0247,2025-07-14,主动咨询,POST0082,ACC003,user_0247,2025-07-14 18:10:00,2025-07-14 18:12:00,2,EMP001,已添加,小孩课程,加拿大,客户希望尽快安排
INQ00386,CUS0247,2025-08-10,主动评论,POST0102,ACC003,user_0247,2025-08-10 10:50:00,2025-08-10 11:02:00,12,EMP001,待添加,小孩课程,新加坡,客户希望尽快安排
INQ00387,CUS0248,2025-07-25,回访,POST0054,ACC004,user_0248,2025-07-25 16:00:00,2025-07-25 16:13:00,13,EMP002,未添加,留学,澳大利亚,
INQ00388,CUS0249,2025-09-23,主动评论,POST0096,ACC002,user_0249,2025-09-23 17:50:00,2025-09-23 17:57:00,7,EMP001,已添加,小孩课程,西班牙,
INQ00389,CUS0249,2025-10-13,主动咨询,POST0059,ACC002,user_0249,2025-10-13 20:40:00,2025-10-13 21:05:00,25,EMP001,已添加,零基础,西班牙,
INQ00390,CUS0250,2025-07-01,主动咨询,POST0115,ACC004,user_0250,2025-07-01 19:00:00,2025-07-01 19:35:00,35,EMP002,未添加,B2,中国,
INQ00391,CUS0251,2025-05-29,主动咨询,POST0061,ACC003,user_0251,2025-05-29 19:20:00,2025-05-30 01:32:00,372,EMP003,已添加,小孩课程,德国,
INQ00392,CUS0252,2025-04-22,回访,,ACC001,user_0252,2025-04-22 10:50:00,2025-04-22 10:52:00,2,EMP001,未添加,口语,美国,客户希望尽快安排
INQ00393,CUS0252,2025-06-03,主动咨询,POST0024,ACC003,user_0252,2025-06-03 18:00:00,2025-06-03 18:17:00,17,EMP001,已添加,DELE,加拿大,
INQ00394,CUS0252,2025-06-10,被动私信,POST0055,ACC004,user_0252,2025-06-10 19:10:00,2025-06-10 19:17:00,7,EMP001,已添加,留学,新加坡,客户希望尽快安排
INQ00395,CUS0253,2026-03-17,回访,POST0109,ACC001,user_0253,2026-03-17 16:30:00,2026-03-17 19:36:00,186,EMP002,已添加,留学,美国,
INQ00396,CUS0254,2025-06-06,主动咨询,POST0051,ACC002,user_0254,2025-06-06 09:20:00,2025-06-06 09:26:00,6,EMP001,待添加,留学,西班牙,
INQ00397,CUS0255,2025-10-01,主动咨询,POST0011,ACC004,user_0255,2025-10-01 16:00:00,2025-10-01 16:32:00,32,EMP001,未添加,小孩课程,澳大利亚,
INQ00398,CUS0256,2026-07-29,主动咨询,POST0034,ACC001,user_0256,2026-07-29 15:10:00,2026-07-29 15:18:00,8,EMP001,未添加,小孩课程,加拿大,客户希望尽快安排
INQ00399,CUS0256,2026-08-18,主动咨询,POST0119,ACC003,user_0256,2026-08-18 16:20:00,2026-08-18 16:41:00,21,EMP001,未添加,零基础,澳大利亚,
INQ00400,CUS0256,2026-08-31,主动评论,POST0090,ACC004,user_0256,2026-08-31 09:50:00,2026-08-31 10:16:00,26,EMP001,已添加,口语,德国,
INQ00401,CUS0257,2025-05-30,主动咨询,POST0061,ACC003,user_0257,2025-05-30 16:40:00,2025-05-30 16:59:00,19,EMP001,已添加,小孩课程,美国,
INQ00402,CUS0257,2025-06-10,主动咨询,POST0107,ACC003,user_0257,2025-06-10 15:30:00,2025-06-10 19:26:00,236,EMP001,待添加,零基础,英国,
INQ00403,CUS0258,2025-08-08,回访,,ACC001,user_0258,2025-08-08 14:40:00,2025-08-08 14:55:00,15,EMP001,待添加,DELE,德国,
INQ00404,CUS0258,2025-08-20,主动咨询,POST0038,ACC003,user_0258,2025-08-20 19:50:00,2025-08-20 19:52:00,2,EMP001,已添加,B2,澳大利亚,客户希望尽快安排
INQ00405,CUS0259,2025-11-21,主动评论,POST0059,ACC002,user_0259,2025-11-21 16:00:00,2025-11-21 16:15:00,15,EMP001,已添加,零基础,英国,
INQ00406,CUS0260,2025-12-09,主动评论,POST0029,ACC001,user_0260,2025-12-09 20:30:00,2025-12-09 21:09:00,39,EMP001,已添加,口语,英国,
INQ00407,CUS0261,2026-03-25,主动咨询,POST0074,ACC001,user_0261,2026-03-25 18:10:00,2026-03-25 18:31:00,21,EMP001,已添加,DELE,新加坡,
INQ00408,CUS0261,2026-04-02,主动咨询,POST0092,ACC002,user_0261,2026-04-02 18:20:00,2026-04-02 18:54:00,34,EMP001,未添加,口语,英国,
INQ00409,CUS0262,2025-05-26,回访,POST0111,ACC003,user_0262,2025-05-26 18:50:00,2025-05-26 18:58:00,8,EMP003,已添加,零基础,加拿大,
INQ00410,CUS0262,2025-06-02,回访,POST0094,ACC002,user_0262,2025-06-02 19:50:00,2025-06-02 21:14:00,84,EMP003,待添加,零基础,中国,
INQ00411,CUS0263,2025-05-05,主动咨询,,ACC003,user_0263,2025-05-05 15:10:00,2025-05-05 15:32:00,22,EMP002,未添加,留学,德国,
INQ00412,CUS0264,2025-11-16,主动咨询,POST0091,ACC002,user_0264,2025-11-16 17:00:00,2025-11-16 17:04:00,4,EMP003,已添加,B2,中国,
INQ00413,CUS0265,2025-12-17,主动评论,POST0050,ACC003,user_0265,2025-12-17 17:50:00,2025-12-17 18:23:00,33,EMP003,待添加,零基础,德国,客户希望尽快安排
INQ00414,CUS0266,2025-08-24,主动评论,,ACC001,user_0266,2025-08-24 18:20:00,2025-08-24 18:32:00,12,EMP001,待添加,口语,澳大利亚,
INQ00415,CUS0266,2025-09-11,主动咨询,POST0031,ACC002,user_0266,2025-09-11 20:20:00,2025-09-11 20:23:00,3,EMP001,未添加,零基础,西班牙,
INQ00416,CUS0267,2025-10-08,主动评论,,ACC002,user_0267,2025-10-08 19:00:00,2025-10-08 19:14:00,14,EMP001,未添加,DELE,美国,
INQ00417,CUS0267,2025-11-01,主动咨询,POST0080,ACC003,user_0267,2025-11-01 16:50:00,2025-11-01 17:13:00,23,EMP001,未添加,DELE,澳大利亚,
INQ00418,CUS0268,2025-12-03,主动咨询,POST0023,ACC001,user_0268,2025-12-03 11:00:00,2025-12-03 11:06:00,6,EMP003,已添加,DELE,加拿大,
INQ00419,CUS0269,2026-03-27,主动评论,POST0039,ACC004,user_0269,2026-03-27 17:00:00,2026-03-27 17:08:00,8,EMP003,已添加,B2,西班牙,
INQ00420,CUS0269,2026-04-16,主动咨询,POST0078,ACC001,user_0269,2026-04-16 19:50:00,2026-04-16 20:42:00,52,EMP003,已添加,零基础,德国,
INQ00421,CUS0270,2025-07-15,主动咨询,POST0076,ACC002,user_0270,2025-07-15 17:00:00,2025-07-16 00:12:00,432,EMP002,已添加,B2,澳大利亚,
INQ00422,CUS0271,2025-12-24,主动咨询,POST0023,ACC001,user_0271,2025-12-24 14:00:00,2025-12-24 14:12:00,12,EMP003,已添加,小孩课程,德国,客户希望尽快安排
INQ00423,CUS0272,2026-05-11,主动评论,POST0082,ACC003,user_0272,2026-05-11 09:40:00,2026-05-11 10:00:00,20,EMP001,未添加,小孩课程,德国,
INQ00424,CUS0272,2026-06-09,被动私信,,ACC003,user_0272,2026-06-09 14:10:00,2026-06-09 14:23:00,13,EMP001,未添加,留学,新加坡,客户希望尽快安排
INQ00425,CUS0273,2026-07-17,主动咨询,,ACC002,user_0273,2026-07-17 20:20:00,2026-07-17 20:35:00,15,EMP001,已添加,小孩课程,美国,
INQ00426,CUS0274,2025-08-15,被动私信,POST0037,ACC002,user_0274,2025-08-15 11:00:00,2025-08-15 11:14:00,14,EMP003,已添加,零基础,中国,
INQ00427,CUS0275,2025-08-09,被动私信,POST0034,ACC001,user_0275,2025-08-09 16:00:00,2025-08-09 16:26:00,26,EMP003,待添加,零基础,西班牙,
INQ00428,CUS0276,2025-07-13,被动私信,POST0045,ACC003,user_0276,2025-07-13 10:50:00,2025-07-13 11:07:00,17,EMP003,未添加,DELE,英国,
INQ00429,CUS0276,2025-07-27,回访,POST0062,ACC002,user_0276,2025-07-27 09:20:00,2025-07-27 14:47:00,327,EMP003,已添加,零基础,中国,
INQ00430,CUS0277,2025-06-11,主动咨询,POST0056,ACC001,user_0277,2025-06-11 09:50:00,2025-06-11 10:05:00,15,EMP003,未添加,口语,英国,
INQ00431,CUS0278,2026-04-04,被动私信,POST0102,ACC003,user_0278,2026-04-04 17:20:00,2026-04-04 17:34:00,14,EMP001,未添加,零基础,西班牙,客户希望尽快安排
INQ00432,CUS0279,2025-03-08,回访,POST0001,ACC002,user_0279,2025-03-08 20:50:00,2025-03-08 21:03:00,13,EMP001,未添加,留学,中国,
INQ00433,CUS0280,2026-02-17,主动评论,POST0086,ACC004,user_0280,2026-02-17 20:00:00,2026-02-17 20:27:00,27,EMP003,已添加,零基础,加拿大,
INQ00434,CUS0281,2025-05-26,主动咨询,POST0115,ACC004,user_0281,2025-05-26 20:20:00,2025-05-26 20:27:00,7,EMP001,已添加,留学,新加坡,
INQ00435,CUS0282,2025-08-17,主动咨询,POST0043,ACC002,user_0282,2025-08-17 16:40:00,2025-08-17 17:15:00,35,EMP003,未添加,小孩课程,德国,
INQ00436,CUS0282,2025-09-10,主动评论,POST0049,ACC002,user_0282,2025-09-10 19:50:00,2025-09-10 20:03:00,13,EMP003,已添加,零基础,加拿大,
INQ00437,CUS0283,2025-09-24,主动咨询,POST0015,ACC002,user_0283,2025-09-24 09:50:00,2025-09-24 10:04:00,14,EMP003,待添加,小孩课程,澳大利亚,
INQ00438,CUS0284,2025-09-28,主动咨询,POST0018,ACC004,user_0284,2025-09-28 18:40:00,2025-09-28 18:47:00,7,EMP003,已添加,DELE,澳大利亚,客户希望尽快安排
INQ00439,CUS0284,2025-10-01,主动评论,POST0074,ACC001,user_0284,2025-10-01 14:20:00,2025-10-01 14:28:00,8,EMP003,未添加,DELE,加拿大,
INQ00440,CUS0284,2025-10-29,主动咨询,POST0095,ACC003,user_0284,2025-10-29 15:40:00,2025-10-29 15:49:00,9,EMP003,待添加,零基础,英国,
INQ00441,CUS0285,2025-03-31,主动咨询,POST0023,ACC001,user_0285,2025-03-31 20:20:00,2025-03-31 20:31:00,11,EMP001,已添加,口语,澳大利亚,
INQ00442,CUS0285,2025-04-29,被动私信,POST0056,ACC001,user_0285,2025-04-29 14:10:00,2025-04-29 14:12:00,2,EMP001,已添加,小孩课程,美国,
INQ00443,CUS0286,2025-07-25,回访,POST0069,ACC002,user_0286,2025-07-25 11:20:00,2025-07-25 11:23:00,3,EMP003,已添加,DELE,德国,
INQ00444,CUS0286,2025-08-29,被动私信,POST0092,ACC002,user_0286,2025-08-29 15:00:00,2025-08-29 15:22:00,22,EMP003,未添加,DELE,加拿大,客户希望尽快安排
INQ00445,CUS0287,2026-05-20,主动评论,POST0113,ACC003,user_0287,2026-05-20 09:00:00,2026-05-20 09:09:00,9,EMP003,待添加,留学,英国,
INQ00446,CUS0287,2026-05-31,被动私信,POST0038,ACC003,user_0287,2026-05-31 17:20:00,2026-05-31 17:25:00,5,EMP003,已添加,DELE,加拿大,
INQ00447,CUS0287,2026-06-30,被动私信,POST0107,ACC003,user_0287,2026-06-30 17:40:00,2026-06-30 18:03:00,23,EMP003,未添加,小孩课程,英国,
INQ00448,CUS0288,2025-04-06,主动评论,POST0033,ACC002,user_0288,2025-04-06 11:40:00,2025-04-06 11:52:00,12,EMP003,未添加,口语,澳大利亚,客户希望尽快安排
INQ00449,CUS0289,2026-04-17,主动咨询,POST0103,ACC002,user_0289,2026-04-17 16:10:00,2026-04-17 17:32:00,82,EMP002,已添加,口语,西班牙,客户希望尽快安排
INQ00450,CUS0289,2026-05-25,回访,POST0007,ACC003,user_0289,2026-05-25 20:50:00,2026-05-25 21:14:00,24,EMP002,待添加,DELE,中国,
INQ00451,CUS0290,2026-06-16,主动咨询,,ACC002,user_0290,2026-06-16 16:40:00,2026-06-16 16:42:00,2,EMP002,已添加,零基础,澳大利亚,
INQ00452,CUS0290,2026-07-24,主动咨询,POST0071,ACC003,user_0290,2026-07-24 09:00:00,2026-07-24 09:07:00,7,EMP002,已添加,留学,澳大利亚,
INQ00453,CUS0291,2025-09-21,回访,POST0084,ACC002,user_0291,2025-09-21 19:40:00,2025-09-21 19:58:00,18,EMP003,已添加,小孩课程,澳大利亚,客户希望尽快安排
INQ00454,CUS0292,2025-12-20,主动咨询,POST0099,ACC004,user_0292,2025-12-20 14:00:00,2025-12-20 14:09:00,9,EMP003,未添加,小孩课程,德国,客户希望尽快安排
INQ00455,CUS0293,2025-06-28,被动私信,POST0100,ACC002,user_0293,2025-06-28 20:20:00,2025-06-28 20:32:00,12,EMP001,已添加,B2,新加坡,
INQ00456,CUS0293,2025-07-17,回访,POST0091,ACC002,user_0293,2025-07-17 14:00:00,2025-07-17 14:15:00,15,EMP001,已添加,零基础,英国,客户希望尽快安排
INQ00457,CUS0294,2025-04-02,主动评论,POST0105,ACC004,user_0294,2025-04-02 09:20:00,2025-04-02 10:04:00,44,EMP002,未添加,DELE,澳大利亚,
INQ00458,CUS0295,2025-04-04,主动咨询,POST0022,ACC001,user_0295,2025-04-04 11:20:00,2025-04-04 11:30:00,10,EMP001,未添加,口语,澳大利亚,
INQ00459,CUS0295,2025-05-10,主动评论,POST0111,ACC003,user_0295,2025-05-10 15:30:00,2025-05-10 15:53:00,23,EMP001,未添加,口语,英国,
INQ00460,CUS0296,2025-08-26,主动咨询,POST0001,ACC002,user_0296,2025-08-26 18:10:00,2025-08-26 18:14:00,4,EMP003,已添加,小孩课程,新加坡,
INQ00461,CUS0297,2025-09-11,主动评论,POST0051,ACC002,user_0297,2025-09-11 14:30:00,2025-09-11 14:56:00,26,EMP001,已添加,口语,加拿大,
INQ00462,CUS0298,2026-07-12,回访,,ACC002,user_0298,2026-07-12 11:30:00,2026-07-12 11:36:00,6,EMP002,已添加,零基础,西班牙,
INQ00463,CUS0298,2026-08-14,被动私信,POST0006,ACC004,user_0298,2026-08-14 14:40:00,2026-08-14 14:45:00,5,EMP002,已添加,口语,中国,
INQ00464,CUS0299,2026-05-28,主动咨询,POST0072,ACC003,user_0299,2026-05-28 10:30:00,2026-05-28 10:39:00,9,EMP001,未添加,留学,澳大利亚,
INQ00465,CUS0299,2026-06-25,主动咨询,POST0095,ACC003,user_0299,2026-06-25 10:10:00,2026-06-25 16:01:00,351,EMP001,已添加,零基础,加拿大,
INQ00466,CUS0300,2026-01-06,被动私信,POST0111,ACC003,user_0300,2026-01-06 20:00:00,2026-01-06 20:25:00,25,EMP001,待添加,B2,西班牙,客户希望尽快安排
INQ00467,CUS0301,2025-06-08,回访,POST0036,ACC002,user_0301,2025-06-08 09:00:00,2025-06-08 09:25:00,25,EMP001,已添加,DELE,英国,
INQ00468,CUS0302,2026-05-17,主动咨询,POST0119,ACC003,user_0302,2026-05-17 20:00:00,2026-05-17 20:15:00,15,EMP001,已添加,DELE,美国,
INQ00469,CUS0303,2026-01-30,被动私信,POST0052,ACC002,user_0303,2026-01-30 20:20:00,2026-01-30 21:00:00,40,EMP001,已添加,DELE,英国,
INQ00470,CUS0304,2026-05-18,主动评论,POST0113,ACC003,user_0304,2026-05-18 11:50:00,2026-05-18 12:00:00,10,EMP002,已添加,零基础,新加坡,客户希望尽快安排
INQ00471,CUS0305,2025-10-18,主动咨询,POST0043,ACC002,user_0305,2025-10-18 18:40:00,2025-10-18 18:42:00,2,EMP002,未添加,留学,中国,客户希望尽快安排
INQ00472,CUS0305,2025-10-25,主动咨询,POST0014,ACC001,user_0305,2025-10-25 14:40:00,2025-10-25 14:50:00,10,EMP002,已添加,DELE,德国,
INQ00473,CUS0306,2025-07-05,主动咨询,POST0056,ACC001,user_0306,2025-07-05 17:20:00,2025-07-05 17:29:00,9,EMP001,已添加,口语,新加坡,
INQ00474,CUS0307,2026-06-18,回访,POST0043,ACC002,user_0307,2026-06-18 17:20:00,2026-06-18 17:47:00,27,EMP001,待添加,留学,德国,
INQ00475,CUS0307,2026-06-21,主动评论,POST0027,ACC004,user_0307,2026-06-21 17:50:00,2026-06-21 18:04:00,14,EMP001,未添加,零基础,美国,
