编号,日期,客户编号,客户账号,咨询类型,广告帖子编号,引流账号 / 私信账号,负责人,销售名片,微信添加状态,咨询时间,回复时间,响应时间,关键词,网络地址地区,点击次数
432,2025/03/08,,user_0279,回访,POST0001,ACC002,Sofia_Sales,未发送,未添加,2025-03-08 20:50,2025-03-08 21:03,13,留学,中国,3
794,2025/11/16,CUS0512,user_0512,回访,POST0075,ACC004,Leo_Sales,发送,已添加,11月16日 9:10,2025/11/16 09:18,8,小孩课程,英国,1
215,2026-07-09,CUS0132,user_0132,回访,POST0006,ACC004,Sofia_Sales,已发送,已添加,2026-07-09 20:50,2026-07-09 20:55,5,留学,美国,4
653,2026年6月7日,CUS0422,user_0422,主动咨询,POST0040,ACC004,Sofia_Sales,发送,已添加,2026/06/07 18:00,6月7日 18:03,3,小孩课程,中国,4
580,2026年8月27日,CUS0376,user_0376,主动评论,POST0116,ACC001,Sofia_Sales,已发送,未添加,2026/08/27 11:20,2026-08-27 11:33,13,小孩课程,英国,3
644,2025/05/11,CUS0414,user_0414,主动咨询,POST0075,ACC004,Sofia_Sales,未发送,未添加,2025-05-11 17:30,2025/05/11 17:59,29,DELE,德国,4
259,2025/11/16,CUS0164,user_0164,主动咨询,POST0112,ACC004,Mia_Sales,发送,待添加,11月16日 15:30,2025/11/17 01:11,581,B2,中国,3
788,11/17/2025,CUS0506,user_0506,主动咨询,POST0037,ACC002,Sofia_Sales,已发送,已添加,2025-11-17 16:40,2025-11-17 16:51,11,零基础,美国,2
674,03/30/2025,CUS0434,user_0434,主动咨询,POST0117,ACC001,Leo_Sales,未发送,已添加,2025/03/30 19:00,,9,留学,西班牙,1
768,2026-08-11,,user_0491,被动私信,POST0073,ACC003,Sofia_Sales,发送,未添加,2026-08-11 10:10,2026/08/11 10:37,27,小孩课程,英国,2
312,2026/03/23,CUS0200,user_0200,主动咨询,,ACC003,Leo_Sales,已发送,已添加,2026-03-23 09:30,3月23日 16:28,418,零基础,美国,1
46,2025年3月6日,,user_0033,回访,,ACC001,Mia_Sales,已发送,已添加,2025/03/06 10:20,3月6日 10:26,6,DELE,中国,2
126,2025-06-30,CUS0080,user_0080,主动咨询,POST0037,ACC002,Mia_Sales,已发送,已添加,2025/06/30 11:00,2025-06-30 17:45,405,小孩课程,加拿大,2
363,2025/08/09,CUS0232,user_0232,主动咨询,POST0109,ACC001,Sofia_Sales,已发送,已添加,2025/08/09 15:10,2025-08-09 15:36,26,小孩课程,加拿大,1
316,12/08/2025,,USER_0202,主动咨询,POST0084,ACC002,Mia_Sales,未发送,已添加,2025-12-08 18:20,2025-12-08 18:35,15,DELE,新加坡,4
229,2025/07/06,CUS0143,user_0143,主动评论,,ACC003,Sofia_Sales,发送,已添加,7月6日 14:00,2025-07-06 18:21,261,小孩课程,英国,1
413,2025/12/17,,user_0265,主动评论,POST0050,ACC003,Mia_Sales,未发送,待添加,12月17日 17:50,2025-12-17 18:23,33,零基础,德国,2
120,08/27/2026,CUS0076,user_0076,被动私信,POST0100,ACC002,Sofia_Sales,已发送,已添加,2026-08-27 15:50,8月27日 15:52,2,零基础,中国,3
280,2026-03-06,CUS0176,@user_0176,主动咨询,POST0071,ACC003,Leo_Sales,发送,已添加,2026/03/06 19:50,2026/03/06 19:55,5,DELE,西班牙,2
63,2026年5月22日,CUS0044,USER_0044,主动咨询,POST0049,ACC002,Leo_Sales,发送,已添加,2026/05/22 09:30,2026/05/22 09:45,15,小孩课程,加拿大,1
797,2026-05-02,,user_0513,主动评论,POST0041,ACC004,Mia_Sales,发送,已添加,2026-05-02 19:40,2026-05-02 20:02,22,零基础,英国,3
153,2025-09-30,CUS0098,user_0098,主动咨询,POST0037,ACC002,Mia_Sales,未发送,已添加,2025/09/30 20:00,2025/09/30 20:09,9,零基础,西班牙,3
452,2026/07/24,CUS0290,user_0290,主动咨询,POST0071,ACC003,LEO_SALES,已发送,已添加,2026/07/24 09:00,2026-07-24 09:07,7,留学,澳大利亚,2
177,09/08/2025,CUS0112,user_0112,主动咨询,POST0073,ACC003,Sofia_Sales,未发送,已添加,2025-09-08 14:20,2025-09-08 14:37,17,留学,加拿大,3
213,2026-06-07,CUS0130, user_0130 ,回访,POST0116,ACC001,Mia_Sales,已发送,已添加,6月7日 16:50,2026/06/07 17:07,17,小孩课程,美国,3
386,2025/08/10,CUS0247,user_0247,主动评论,POST0102,ACC003,Sofia_Sales,未发送,待添加,2025/08/10 10:50,2025/08/10 11:02,12,小孩课程,新加坡,4
613,2025-05-31,CUS0393,user_0393,主动咨询,POST0070,ACC003,Leo_Sales,发送,已添加,5月31日 10:10,2025/05/31 10:38,28,口语,新加坡,1
577,12/14/2025,CUS0374, user_0374 ,被动私信,POST0033,ACC002,Mia_Sales,已发送,未添加,12月14日 18:50,2025/12/14 18:52,2,留学,德国,4
116,2026/06/12,CUS0074,USER_0074,主动咨询,POST0008,ACC004,Mia_Sales,发送,未添加,6月12日 20:10,2026-06-12 20:26,16,留学,新加坡,3
144,2026/02/28,, user_0092 ,主动评论,POST0017,ACC001,Sofia_Sales,已发送,已添加,2026/02/28 16:30,2026/02/28 16:59,29,零基础,澳大利亚,2
397,2025-10-01,CUS0255,user_0255,主动咨询,POST0011,ACC004,Sofia_Sales,已发送,未添加,2025-10-01 16:00,2025-10-01 16:32,32,小孩课程,澳大利亚,2
458,2025-04-04,CUS0295,user_0295,主动咨询,POST0022,ACC001,Sofia_Sales,未发送,未添加,2025/04/04 11:20,2025/04/04 11:30,10,口语,澳大利亚,1
399,2026-08-18,CUS0256,user_0256,主动咨询,POST0119,ACC003,Sofia_Sales ,未发送,未添加,2026-08-18 16:20,2026/08/18 16:41,21,零基础,澳大利亚,4
182,2025/08/12,CUS0115,user_0115,主动咨询,POST0012,ACC004,Leo_Sales,已发送,已添加,2025-08-12 09:00,2025-08-12 09:10,10,小孩课程,西班牙,1
430,2025-06-11,CUS0277,user_0277,主动咨询,POST0056,ACC001,Mia_Sales,已发送,未添加,2025-06-11 09:50,2025-06-11 10:05,57,口语,英国,3
683,2026/07/13,CUS0439,user_0439,被动私信,POST0075,ACC004,Sofia_Sales,未发送,已添加,7月13日 10:50,2026-07-13 11:07,17,留学,德国,3
495,02/21/2026,,user_0319,主动评论,POST0101,ACC003,Sofia_Sales,已发送,已添加,2026/02/21 18:50,2026/02/21 19:46,56,口语,澳大利亚,4
620,2026年6月10日,CUS0398,user_0398,主动咨询,POST0037,ACC002,Leo_Sales,未发送,未添加,2026-06-10 18:40,2026-06-10 22:22,222,口语,德国,2
560,2025/07/14,CUS0363,user_0363,主动咨询,POST0042,ACC003,Mia_Sales,未发送,已添加,2025-07-14 20:00,2025-07-14 20:12,12,DELE,澳大利亚,2
98,2025-07-10,CUS0065,user_0065,主动咨询,POST0059,ACC002,Leo_Sales,未发送,已添加,2025/07/10 10:00,2025-07-10 10:19,19,口语,德国,4
108,2025/04/19,CUS0070,USER_0070,主动评论,POST0042,ACC003,MIA_SALES,已发送,已添加,2025-04-19 18:20,4月19日 18:41,21,B2,西班牙,1
339,2025/04/29,CUS0217,user_0217,主动咨询,POST0010,ACC004,Sofia_Sales,未发送,未添加,2025-04-29 11:00,,31,B2,新加坡,2
9,2025-06-28,CUS0008,user_0008,主动咨询,POST0068,ACC003,Mia_Sales,发送,已添加,2025-06-28 10:20,2025/06/28 10:40,20,B2,德国,3
281,2026/01/24,CUS0177,user_0177,被动私信,POST0038,ACC003,Leo_Sales,发送,已添加,2026/01/24 11:50,1月24日 11:52,2,B2,加拿大,4
737,2025-10-04,CUS0470,user_0470,主动咨询,POST0112,ACC004,Mia_Sales,未发送,已添加,10月4日 19:10,2025-10-04 19:31,21,B2,中国,1
593,2025-07-13,,user_0382,主动咨询,POST0015,ACC002,Leo_Sales,已发送,已添加,2025-07-13 09:20,2025-07-13 09:39,19,零基础,新加坡,4
265,2025-09-04,,@user_0169,回访,POST0001,ACC002,Mia_Sales,发送,未添加,2025-09-04 17:10,9月4日 17:24,14,B2,加拿大,4
720,2025-06-10,CUS0459,user_0459,主动咨询,POST0068,ACC003,MIA_SALES,发送,已添加,2025-06-10 20:40,2025-06-10 21:12,32,零基础,澳大利亚,3
543,2025-03-23,CUS0353,user_0353,回访,,ACC004,Sofia_Sales,已发送,未添加,2025-03-23 10:10,2025/03/23 10:34,24,DELE,美国,3
520,2026年3月18日,CUS0336,user_0336,主动咨询,,ACC002,Sofia_Sales,已发送,未添加,2026/03/18 19:10,2026/03/18 19:25,15,B2,德国,1
275,2026年7月11日,CUS0174,user_0174,回访,POST0093,ACC002,Sofia_Sales,未发送,未添加,2026-07-11 09:50,2026/07/11 10:07,17,留学,中国,4
707,08/07/2025,,user_0452,主动咨询,POST0037,ACC002,Sofia_Sales,未发送,已添加,2025-08-07 15:00,2025-08-08 00:46,586,小孩课程,澳大利亚,1
435,2025-08-17,CUS0282,user_0282,主动咨询,POST0043,ACC002,MIA_SALES,已发送,未添加,2025/08/17 16:40,2025/08/17 17:15,35,小孩课程,德国,4
509,2025-08-17,,user_0330,回访,POST0100,ACC002,Mia_Sales,未发送,已添加,2025-08-17 11:20,2025/08/17 11:26,6,小孩课程,新加坡,2
303,2026-06-17,CUS0193, user_0193 ,主动评论,POST0043,ACC002,Sofia_Sales ,已发送,已添加,6月17日 9:00,2026-06-17 09:14,14,留学,新加坡,4
67,09/13/2025,CUS0046, user_0046 ,主动咨询,POST0015,ACC002,Sofia_Sales,未发送,未添加,2025-09-13 16:30,9月13日 16:39,9,小孩课程,中国,3
774,2026年3月13日,CUS0495,user_0495,被动私信,,ACC003,Sofia_Sale,未发送,已添加,3月13日 19:30,3月13日 19:47,17,零基础,英国,4
502,2025-10-24,CUS0324,user_0324,主动咨询,POST0023,ACC001,Sofia_Sales,已发送,未添加,2025/10/24 14:00,2025-10-24 14:04,4,小孩课程,新加坡,2
438,2025/09/28,CUS0284,user_0284,主动咨询,POST0018,ACC004,Mia_Sales,未发送,已添加,2025/09/28 18:40,2025-09-28 18:47,7,DELE,澳大利亚,1
279,2026/02/14,CUS0176,@user_0176,主动评论,,ACC002,Leo_Sales,已发送,未添加,2026-02-14 11:50,2026-02-14 12:17,27,小孩课程,英国,2
157,2025/11/23,CUS0102,user_0102,主动咨询,POST0064,ACC004,Sofia_Sales,未发送,已添加,11月23日 19:30,2025-11-23 19:45,15,口语,中国,1
417,2025年11月1日,CUS0267,user_0267,主动咨询,POST0080,ACC003,Sofia_Sales,已发送,未添加,2025/11/01 16:50,2025/11/01 17:13,23,DELE,澳大利亚,1
170,2025年11月8日,CUS0109,user_0109,被动私信,POST0072,ACC003,Sofia_Sales,已发送,待添加,2025-11-08 15:50,2025-11-08 22:11,411,B2,中国,2
343,2025-05-20,CUS0221,user_0221,主动评论,POST0006,ACC004,Sofia_Sales,未发送,已添加,2025/05/20 10:50,,26,口语,英国,1
114,03/27/2025,CUS0072, user_0072 ,主动咨询,POST0087,ACC001,Mia_Sales,未发送,未添加,2025-03-27 14:40,2025-03-27 14:49,9,DELE,中国,1
138,2026-08-10,CUS0087,user_0087,主动评论,POST0030,ACC003,Mia_Sales,未发送,已添加,8月10日 10:20,2026-08-10 10:28,8,口语,加拿大,4
174,2025-05-12,CUS0110,user_0110,主动评论,POST0119,ACC003,Leo_Sales,已发送,待添加,2025/05/12 16:30,2025/05/12 16:49,19,DELE,美国,1
227,2025年4月16日,CUS0141,user_0141,主动评论,POST0119,ACC003,Sofia_Sales ,已发送,已添加,2025/04/16 17:30,2025-04-17 02:01,511,小孩课程,英国,3
77,2026-07-31,CUS0052,user_0052,主动咨询,POST0098,ACC003,Leo_Sales,已发送,已添加,2026/07/31 18:20,,10,留学,中国,2
652,2026-07-16,CUS0421,user_0421,主动咨询,,ACC004,Sofia_Sales,发送,已添加,7月16日 15:10,2026-07-16 15:19,9,口语,澳大利亚,3
298,2026-02-04,CUS0189,user_0189,主动咨询,POST0085,ACC001,Leo_Sales,未发送,已添加,2026-02-04 17:50,2026/02/04 18:16,26,口语,中国,4
586,2026年6月11日,,user_0379,回访,,ACC004,Mia_Sales,发送,待添加,6月11日 19:30,2026-06-12 00:04,274,口语,英国,2
209,2026年1月15日,CUS0128,@user_0128,主动咨询,POST0026,ACC003,Mia_Sales,已发送,未添加,2026-01-15 18:30,2026-01-15 18:44,14,零基础,澳大利亚,2
618,2025-05-19,CUS0396,user_0396,回访,POST0005,ACC003,Mia_Sales,未发送,已添加,5月19日 10:20,2025-05-19 10:55,35,零基础,西班牙,2
141,2025-10-19,CUS0089, user_0089 ,主动咨询,,ACC004,Mia_Sales ,未发送,已添加,2025-10-19 11:20,2025-10-19 11:33,13,小孩课程,澳大利亚,3
248,2026-04-03,,user_0155,被动私信,,ACC002,Leo_Sales,发送,已添加,4月3日 10:00,2026-04-03 10:14,14,口语,澳大利亚,1
401,2025/05/30,CUS0257,user_0257,主动咨询,POST0061,ACC003,Sofia_Sales,已发送,已添加,2025-05-30 16:40,2025/05/30 16:59,19,小孩课程,美国,4
596,2026-01-30,CUS0384,user_0384,被动私信,POST0114,ACC003,Leo_Sale,未发送,已添加,2026-01-30 15:20,2026-01-30 15:32,12,小孩课程,西班牙,3
583,2026/06/13,, user_0378 ,主动咨询,POST0072,ACC003,Sofia_Sales,已发送,已添加,6月13日 18:50,2026-06-13 18:55,5,B2,美国,1
528,2026-04-07,CUS0342,user_0342,回访,,ACC002,Leo_Sale,未发送,未添加,2026-04-07 18:30,2026/04/07 18:44,14,B2,英国,3
53,2026-05-19,CUS0036,USER_0036,回访,POST0094,ACC002,Leo_Sales,发送,未添加,2026/05/19 15:50,2026-05-19 15:58,8,DELE,中国,3
705,2025/06/10,CUS0451,user_0451,回访,POST0008,ACC004,Leo_Sales,未发送,已添加,2025-06-10 11:30,6月10日 11:41,11,留学,新加坡,4
220,10/13/2025,CUS0136,user_0136,主动评论,POST0047,ACC004,LEO_SALES,已发送,已添加,2025/10/13 19:10,2025/10/14 03:44,514,小孩课程,加拿大,1
628,2025/07/12,,user_0404,被动私信,POST0002,ACC001,Mia_Sales,发送,已添加,2025-07-12 20:30,2025/07/12 20:35,5,留学,中国,1
179,2026-07-04,CUS0113,user_0113,主动评论,POST0044,ACC001,Leo_Sales,已发送,未添加,7月4日 17:20,2026-07-04 17:29,9,零基础,德国,1
190,2026-04-20,CUS0119,user_0119,主动咨询,POST0095,ACC003,Leo_Sales,已发送,已添加,2026/04/20 16:50,2026/04/20 17:21,31,小孩课程,澳大利亚,2
697,2025/06/22,CUS0447,user_0447,回访,,ACC001,Leo_Sales,未发送,已添加,2025-06-22 20:40,2025/06/22 20:43,3,留学,美国,4
500,2025-03-31,CUS0323,user_0323,主动咨询,POST0109,ACC001,SOFIA_SALES,已发送,已添加,2025/03/31 11:30,2025-03-31 11:44,63,DELE,加拿大,2
708,2025-08-22,CUS0452,user_0452,主动咨询,POST0061,ACC003,Sofia_Sales,发送,已添加,2025-08-22 14:00,2025-08-22 14:27,27,零基础,美国,2
370,2025年12月13日,CUS0237,user_0237,主动咨询,,ACC001,Sofia_Sales,已发送,已添加,2025-12-13 19:20,2025-12-13 19:35,15,零基础,德国,4
718,2025-04-28,CUS0459,user_0459,被动私信,POST0114,ACC003,Mia_Sales,发送,已添加,2025-04-28 16:10,2025-04-28 16:21,11,口语,英国,4
44,12/24/2025,,user_0031,回访,POST0070,ACC003,Mia_Sales,已发送,已添加,2025-12-24 11:00,12月24日 13:58,199,小孩课程,新加坡,3
448,2025/04/06,, user_0288 ,主动评论,POST0033,ACC002,Mia_Sales,已发送,未添加,2025/04/06 11:40,2025/04/06 11:52,12,口语,澳大利亚,3
716,2025-08-20,CUS0457,user_0457,主动咨询,POST0005,ACC003,Leo_Sales,未发送,待添加,2025/08/20 18:40,8月20日 18:49,9,DELE,西班牙,2
331,12/28/2025,CUS0212,user_0212,主动评论,POST0085,ACC001,Mia_Sales,未发送,已添加,2025-12-28 11:10,12月28日 11:24,14,DELE,英国,1
250,2026/01/02,,user_0157,主动咨询,POST0051,ACC002,Sofia_Sales,已发送,未添加,2026-01-02 20:50,2026-01-02 20:52,2,DELE,加拿大,1
791,2026-07-28,,user_0509,回访,,ACC004,Leo_Sales,已发送,未添加,2026/07/28 16:40,2026/07/28 17:01,21,口语,中国,1
656,2025年8月27日,,user_0424,回访,,ACC003,Leo_Sales,未发送,待添加,2025-08-27 11:20,8月27日 11:36,16,小孩课程,英国,2
611,2026-01-22,CUS0392,@user_0392,被动私信,,ACC001,Mia_Sales,已发送,已添加,2026/01/22 15:30,2026/01/22 15:48,18,DELE,中国,2
149,2026/02/02,CUS0095,user_0095,被动私信,POST0053,ACC004,Leo_Sales,已发送,已添加,2026-02-02 18:40,2026-02-02 19:29,49,口语,英国,3
375,2025年10月22日,,user_0240,回访,POST0101,ACC003,Mia_Sales,已发送,已添加,10月22日 19:50,10月22日 20:04,33,零基础,西班牙,2
807,2025年11月24日,CUS0519,user_0519,主动咨询,POST0087,ACC001,Mia_Sales,已发送,未添加,11月24日 20:40,,30,零基础,英国,3
524,11/10/2025,CUS0339,user_0339,被动私信,POST0075,ACC004,Sofia_Sales ,已发送,待添加,2025-11-10 16:30,2025/11/10 16:41,11,小孩课程,新加坡,3
199,10/11/2025,CUS0123, user_0123 ,主动咨询,,ACC004,Mia_Sales,发送,已添加,2025/10/11 18:50,2025-10-11 18:57,7,零基础,澳大利亚,2
667,04/11/2025,,user_0431,主动评论,POST0084,ACC002,Leo_Sales,未发送,已添加,2025/04/11 18:50,2025-04-11 19:06,16,小孩课程,新加坡,3
732,2025-05-21,CUS0466,USER_0466,主动评论,POST0081,ACC004,Sofia_Sales,未发送,已添加,2025/05/21 16:20,5月21日 16:35,15,留学,澳大利亚,1
27,2025/08/26,CUS0019,user_0019,主动咨询,POST0078,ACC001,Sofia_Sales,已发送,已添加,8月26日 9:30,8月26日 9:43,13,留学,美国,2
273,2026-05-08,CUS0173,user_0173,回访,POST0039,ACC004,Mia_Sales,未发送,待添加,2026-05-08 14:40,2026-05-08 14:51,11,零基础,中国,1
426,2025-08-15,CUS0274,user_0274,被动私信,POST0037,ACC002,Mia_Sales,已发送,已添加,8月15日 11:00,2025-08-15 11:14,14,零基础,中国,4
355,2026-06-17,,@user_0227,主动咨询,POST0015,ACC002,Mia_Sales,已发送,已添加,2026/06/17 14:00,2026-06-17 14:33,33,零基础,英国,3
445,2026/05/20,CUS0287,USER_0287,主动评论,POST0113,ACC003,Mia_Sales,未发送,待添加,2026/05/20 09:00,2026/05/20 09:09,9,留学,英国,3
102,2025-05-24,CUS0067,user_0067,回访,POST0060,ACC001,Sofia_Sales,已发送,已添加,2025-05-24 16:00,2025-05-24 16:44,44,口语,英国,2
587,2025-10-06,CUS0380,user_0380,主动咨询,POST0078,ACC001,Leo_Sales ,未发送,已添加,10月6日 11:10,2025/10/06 11:23,13,小孩课程,美国,2
460,08/26/2025,CUS0296,user_0296,主动咨询,POST0001,ACC002,Mia_Sales,发送,已添加,2025/08/26 18:10,2025-08-26 18:14,42,小孩课程,新加坡,2
734,2026-05-10,,user_0467,主动咨询,POST0018,ACC004,Mia_Sales,未发送,已添加,2026/05/10 19:30,2026-05-10 20:24,54,小孩课程,德国,3
351,2025-11-24,CUS0225,USER_0225,主动咨询,POST0073,ACC003,Leo_Sales,未发送,待添加,2025/11/24 18:40,2025-11-24 18:51,11,DELE,美国,1
531,2026年5月2日,CUS0344, user_0344 ,被动私信,POST0077,ACC002,Mia_Sales,发送,未添加,5月2日 9:30,2026-05-02 09:48,18,B2,德国,1
513,2025-03-20,CUS0332,user_0332,主动评论,POST0004,ACC002,Sofia_Sales,已发送,已添加,2025-03-20 11:20,2025-03-20 11:38,18,DELE,新加坡,3
42,2026-07-04,CUS0030,user_0030,主动咨询,POST0059,ACC002,Leo_Sales,发送,未添加,7月4日 20:10,2026-07-04 20:39,29,DELE,中国,1
256,2026/01/13,CUS0162,user_0162,回访,POST0088,ACC001,Mia_Sales,未发送,已添加,2026/01/13 16:10,2026/01/13 16:26,16,口语,中国,4
694,2026/01/17,CUS0446,user_0446,主动评论,POST0069,ACC002,Mia_Sales,发送,已添加,2026/01/17 20:40,2026-01-17 21:09,29,零基础,德国,1
443,2025-07-25,CUS0286,user_0286,回访,POST0069,ACC002,Mia_Sales,已发送,已添加,2025/07/25 11:20,7月25日 11:23,21,DELE,德国,4
665,2025年12月9日,CUS0430,user_0430,主动咨询,POST0074,ACC001,Sofia_Sales,已发送,已添加,12月9日 9:40,12月9日 9:49,9,DELE,英国,4
29,2025年7月14日,CUS0020,user_0020,主动评论,POST0070,ACC003,Leo_Sales,未发送,已添加,2025/07/14 10:40,2025/07/14 10:48,57,口语,新加坡,4
806,2025/11/05,,user_0519,主动咨询,,ACC002,Mia_Sales,发送,已添加,2025-11-05 17:50,2025/11/05 18:44,54,DELE,英国,2
117,2026-06-30,CUS0074,user_0074,主动咨询,,ACC001,Mia_Sales,发送,已添加,2026-06-30 14:20,2026/06/30 14:44,24,口语,西班牙,2
542,11/04/2025,,USER_0352,主动咨询,POST0039,ACC004,MIA_SALES,未发送,已添加,2025-11-04 18:30,2025-11-04 18:54,24,零基础,加拿大,2
189,2026-03-26,CUS0119,user_0119,主动咨询,POST0101,ACC003,Leo_Sales,已发送,未添加,2026/03/26 10:10,2026-03-26 14:20,250,B2,新加坡,1
484,2025-12-04,,user_0313,主动咨询,POST0059,ACC002,Mia_Sales,已发送,未添加,2025-12-04 11:50,2025-12-04 12:00,10,小孩课程,澳大利亚,3
128,2026-08-31,CUS0081,user_0081,被动私信,,ACC001,Leo_Sales,已发送,未添加,2026/08/31 15:20,8月31日 15:40,20,零基础,西班牙,3
715,2025/07/23,CUS0457,user_0457,主动咨询,POST0089,ACC004,Leo_Sales,已发送,未添加,2025/07/23 16:20,2025/07/23 16:41,21,口语,美国,2
576,04/04/2025,,user_0373,主动咨询,,ACC002,Mia_Sales,已发送,未添加,2025-04-04 10:10,4月4日 10:38,28,B2,中国,2
682,08/03/2026,,user_0438,主动咨询,POST0076,ACC002,Leo_Sales,已发送,已添加,8月3日 20:50,8月3日 21:01,11,DELE,德国,1
25,03/13/2026,CUS0018, user_0018 ,主动咨询,POST0050,ACC003,Sofia_Sales,已发送,已添加,3月13日 11:40,2026-03-13 12:01,45,小孩课程,德国,3
530,2026年1月18日,CUS0343,@user_0343,回访,POST0070,ACC003,Mia_Sales,未发送,已添加,2026-01-18 09:00,2026/01/18 09:38,38,口语,美国,3
403,08/08/2025,CUS0258, user_0258 ,回访,,ACC001,Sofia_Sales,未发送,待添加,2025/08/08 14:40,2025-08-08 14:55,15,DELE,德国,3
239,2025-08-29,CUS0150,user_0150,主动咨询,POST0048,ACC003,Leo_Sales,已发送,已添加,2025-08-29 11:10,2025/08/29 11:38,28,零基础,德国,1
752,2025-03-02,CUS0480,user_0480,主动咨询,POST0025,ACC004,Sofia_Sales,未发送,未添加,2025/03/02 09:50,2025/03/02 10:17,27,DELE,德国,1
166,2026/01/16,CUS0106,user_0106,回访,POST0105,ACC004,Leo_Sales,未发送,未添加,2026-01-16 16:10,2026-01-16 16:58,48,留学,加拿大,2
643,2025/10/17,,user_0413,被动私信,POST0094,ACC002,Sofia_Sales,已发送,未添加,2025-10-17 19:30,2025-10-17 19:50,20,口语,英国,4
743,2026/03/21,,@user_0474,主动评论,POST0104,ACC004,Leo_Sales,未发送,未添加,2026-03-21 09:30,2026/03/21 09:46,16,零基础,美国,3
660,07/23/2026,,user_0426,回访,POST0113,ACC003,Mia_Sales,已发送,未添加,2026-07-23 19:00,7月23日 23:41,281,DELE,西班牙,4
169,2025-09-26,CUS0108,user_0108,主动咨询,POST0105,ACC004,Mia_Sales,未发送,未添加,2025-09-26 15:10,2025/09/26 15:47,37,B2,中国,4
78,2026-08-29,CUS0052,user_0052,主动咨询,POST0064,ACC004,Leo_Sale,已发送,待添加,2026/08/29 14:20,8月29日 14:41,21,零基础,加拿大,4
161,2025-09-20,CUS0104,user_0104,主动咨询,POST0061,ACC003,Mia_Sales,未发送,已添加,9月20日 11:10,2025-09-20 11:22,12,零基础,新加坡,2
243,2026年4月20日,,user_0153,回访,POST0111,ACC003,Sofia_Sales,已发送,已添加,4月20日 11:20,2026-04-20 11:39,19,B2,加拿大,1
614,03/27/2026,CUS0394,user_0394,主动咨询,,ACC002,Sofia_Sales,已发送,未添加,2026/03/27 14:50,2026/03/27 14:57,7,零基础,英国,1
781,2025-06-22,CUS0502,user_0502,主动咨询,,ACC004,Sofia_Sales,已发送,已添加,2025-06-22 18:20,2025-06-22 18:24,4,零基础,澳大利亚,2
392,2025年4月22日,CUS0252,user_0252,回访,,ACC001,Sofia_Sales,未发送,未添加,2025-04-22 10:50,2025-04-22 10:52,2,口语,美国,1
425,07/17/2026,CUS0273,user_0273,主动咨询,,ACC002,Sofia_Sales,未发送,已添加,2026-07-17 20:20,2026-07-17 20:35,15,小孩课程,美国,2
74,2025/03/20,CUS0050,user_0050,被动私信,POST0013,ACC003,Mia_Sales,未发送,已添加,2025-03-20 18:10,2025/03/20 23:01,291,小孩课程,加拿大,3
658,2026-01-07,CUS0425,user_0425,主动评论,POST0065,ACC004,Leo_Sales,已发送,已添加,2026-01-07 20:40,2026-01-07 20:48,8,口语,西班牙,1
309,2026/02/22,CUS0197,user_0197,主动咨询,POST0048,ACC003,Leo_Sales,已发送,未添加,2026/02/22 11:40,2026-02-22 11:49,9,小孩课程,德国,1
671,2026/02/04,CUS0433,user_0433,被动私信,POST0094,ACC002,SOFIA_SALES,未发送,待添加,2026-02-04 20:10,,15,零基础,德国,3
434,2025-05-26,CUS0281,user_0281,主动咨询,POST0115,ACC004,Sofia_Sales,已发送,已添加,5月26日 20:20,2025-05-26 20:27,66,留学,新加坡,4
409,2025-05-26,CUS0262,user_0262,回访,POST0111,ACC003,Mia_Sales,未发送,已添加,2025-05-26 18:50,2025-05-26 18:58,8,零基础,加拿大,3
221,2026/03/25,CUS0137, user_0137 ,被动私信,POST0048,ACC003,Leo_Sales,未发送,待添加,2026-03-25 15:30,2026/03/25 15:38,8,小孩课程,加拿大,2
787,07/29/2025,CUS0505, user_0505 ,主动咨询,,ACC001,Mia_Sales,已发送,已添加,2025-07-29 10:20,2025-07-29 10:28,8,零基础,美国,2
290,2026/01/25,CUS0184,user_0184,主动咨询,POST0016,ACC004,Sofia_Sales,已发送,已添加,1月25日 11:40,2026-01-25 11:46,6,零基础,西班牙,3
439,2025/10/01,CUS0284,user_0284,主动评论,POST0074,ACC001,Mia_Sales,未发送,未添加,2025-10-01 14:20,2025-10-01 14:28,8,DELE,加拿大,2
359,2025-04-27,CUS0229,user_0229,主动咨询,POST0054,ACC004,Leo_Sales,已发送,已添加,2025/04/27 16:50,2025-04-27 17:16,26,口语,新加坡,3
592,2026/07/29,CUS0381,user_0381,主动咨询,POST0082,ACC003,Sofia_Sales,已发送,未添加,2026/07/29 19:30,7月29日 19:44,14,小孩课程,中国,1
539,2025-12-17,,@user_0349,回访,POST0115,ACC004,Leo_Sales,未发送,未添加,2025-12-17 09:40,2025-12-17 10:05,25,留学,英国,1
241,2026/03/21,,@user_0151,被动私信,POST0097,ACC004,Sofia_Sales,未发送,未添加,2026/03/21 20:30,2026-03-21 20:44,14,小孩课程,新加坡,1
231,2026/05/18,CUS0144, user_0144 ,被动私信,POST0095,ACC003,Sofia_Sales,未发送,已添加,2026-05-18 09:00,2026-05-18 09:14,34,零基础,英国,3
535,2026-03-28,CUS0347,user_0347,主动咨询,,ACC001,Leo_Sales,发送,已添加,2026-03-28 18:20,2026-03-28 18:32,12,B2,英国,3
60,2025年9月17日,,user_0043,主动咨询,POST0025,ACC004,Leo_Sales ,未发送,已添加,2025-09-17 18:40,2025-09-17 18:50,10,口语,中国,1
